@format=row	BXD63	BXD45	BXD32	BXD39	DBA/2J	BXD90	BXD24	BXD95	BXD73	BXD55	BXD100	C57BL/6J	BXD102	BXD91	BXD29	BXD89	BXD73b	BXD75	BXD87	BXD34	BXD48	BXD9	BXD65	BXD70	BXD43	BXD44	BXD61	BXD65b	BXD50	BXD68	BXD77	BXD101	B6D2F1	BXD62	D2B6F1	BXD48a	BXD79	BXD69
X2.Piperidinone	973.5	1507.25	1667.5	1480.0	1339.5	1394.875	1216.0	1571.75	1334.0	1016.25	1337.5	1407.4	1429.7	1817.0	1140.25	1229.6666666666667	1132.642857142857	1183.5	1070.5	1332.0	1362.6666666666667	1355.75	1404.5	1233.0	1349.75	1230.0	1090.7	1312.5	1606.5	1159.25	1301.5	1332.3333333333333	1224.2142857142858	1454.5	1372.375	1257.75	1047.0	2074.5
X5.Aminopentanal	2164.5	1690.75	1462.0	1882.0	1409.0	1592.875	1265.5	1367.0	1742.5	1439.5	1404.5	1655.6	1733.5	1722.0	1443.125	1430.8333333333333	1057.5	1764.5	1005.0	1434.5	1309.1666666666667	1648.25	1625.0	1555.125	1535.25	1416.5	1292.0	1608.1666666666667	1753.0	1169.5	1363.3333333333333	1170.5	1340.857142857143	1552.1666666666667	1428.125	1274.0833333333333	1690.5	1254.0
Valeric.acid	6929.5	8522.0	8177.5	10680.0	6506.5	7969.625	7329.0	6973.75	11576.5	8105.0	5489.625	7771.0	8631.5	17798.5	8170.5	6267.0	5086.642857142857	8561.0	6104.5	7114.75	6413.5	7222.5	6438.0	8235.25	9098.25	8519.0	7300.2	7322.166666666667	9290.5	9498.0	8822.333333333334	5327.833333333333	6964.142857142857	6675.0	6682.125	6791.166666666667	11455.0	6240.0
Dimethylglycine	18739.0	52716.5	71842.5	62685.5	66821.5	79287.125	94687.5	95294.75	44093.0	75500.75	56625.625	69404.4	67644.1	73183.5	71909.125	80050.5	78199.71428571429	75152.5	73867.0	92860.75	61646.833333333336	82175.25	86974.0	59437.875	65427.75	54313.0	72170.3	78982.0	74284.5	86801.25	59153.0	74421.5	78126.92857142857	76321.33333333333	64416.25	69461.75	58142.5	155263.0
X2.Hydroxybutyric.acid	11256.5	27761.25	31878.5	31627.5	27779.0	42069.125	58440.0	52775.0	19208.0	22924.25	31763.5	32299.6	44273.6	29983.75	37597.375	36570.666666666664	38943.71428571428	34006.5	41888.0	38924.5	37258.833333333336	31870.75	36138.5	23169.5	42153.0	40175.0	39897.3	37019.833333333336	39537.0	38639.25	32292.166666666668	38349.0	34572.21428571428	32431.666666666668	33381.75	40310.333333333336	17451.5	32998.5
L.Serine	5220.0	9219.0	19135.0	16611.0	22397.5	21607.625	31789.0	22588.5	18972.0	22231.75	15405.625	16857.1	18891.5	20483.0	18000.625	28931.166666666668	17407.571428571428	40478.0	16716.0	18273.5	15587.333333333334	19806.25	18841.0	15306.375	17407.0	25472.0	13289.3	17043.5	23494.5	19716.25	19122.166666666668	17394.0	22786.571428571428	24464.833333333332	16184.0	18607.416666666668	12855.75	17872.0
p.Cresol	4300.0	7691.0	7197.0	8773.0	8227.5	6935.0	6563.5	5596.0	8512.5	8094.5	7075.875	7218.8	9032.5	10006.0	7366.375	7497.333333333333	7055.642857142857	8881.0	6256.0	6697.5	7417.333333333333	7144.0	5669.5	7857.0	8029.25	9929.0	6390.0	8398.5	8203.5	7356.75	7043.666666666667	7012.666666666667	7924.428571428572	6994.666666666667	7758.0	8060.083333333333	7383.25	6444.0
Imidazole.4.acetaldehyde	5002.5	8314.25	10791.0	12162.0	20245.0	14596.875	19767.5	6597.75	7868.5	13197.5	15231.875	14848.3	17365.1	14332.5	11372.125	11984.166666666666	14570.07142857143	14639.0	11509.5	17280.25	10962.5	18543.25	12014.5	10240.25	13216.0	13613.0	11539.6	13416.666666666666	15220.0	20615.0	11974.166666666666	13343.166666666666	13551.714285714286	12150.333333333334	12733.375	13942.083333333334	13275.75	11706.5
X2.3.Butanediol	888.5	1337.0	1183.5	1339.0	1484.0	1769.875	1103.0	1102.5	2462.5	2767.5	1811.875	1366.7	1435.5	1371.5	1548.0	1177.1666666666667	1246.5714285714287	1359.5	884.5	1217.75	1191.5	1741.5	1420.0	1991.0	1391.5	2637.5	1218.7	1163.1666666666667	2356.5	1463.5	1403.0	1142.0	2267.4285714285716	1219.5	1682.875	1479.5	1430.5	1249.0
Pyrrole.2.carboxylic.acid	7549.0	9669.0	16667.0	14285.5	18604.0	14640.125	22834.5	8013.25	8675.5	10106.75	10870.75	12978.2	13423.6	12365.0	15388.125	11676.333333333334	11918.357142857143	17435.0	12151.0	16775.25	12379.833333333334	11669.25	10751.0	11167.5	11676.75	11214.0	14147.1	15727.833333333334	13994.0	12806.25	15274.0	11810.166666666666	15093.92857142857	12566.0	15293.625	14931.416666666666	9529.5	11173.0
Histamine	2972.0	4167.25	9036.0	9653.0	12580.0	8494.25	9616.0	6094.25	6356.5	8824.75	11147.25	8690.6	11216.4	9769.75	8593.375	9319.0	10607.5	12013.0	11518.0	11360.0	7107.666666666667	9952.25	7571.5	6824.875	9583.0	8234.5	6813.4	8659.833333333334	11338.5	14844.25	8596.166666666666	8039.0	11397.214285714286	9553.333333333334	8765.0	8073.583333333333	9613.5	16288.5
X3.Furoic.acid	8624.5	12408.0	14356.5	12791.5	25589.5	16496.875	19930.0	13580.5	14862.5	18848.5	13608.0	14520.5	15028.5	14314.75	14666.125	15771.666666666666	14644.714285714286	21991.5	15581.0	18335.5	13281.5	19542.25	17400.5	17786.375	11535.5	19844.5	14922.5	18597.833333333332	16240.0	14462.0	15281.0	14765.0	19468.428571428572	13261.666666666666	14387.625	16104.166666666666	10731.5	14624.5
Uracil	24407.0	65989.25	61051.5	60466.5	82984.5	56175.125	108818.0	41890.75	29497.5	38248.25	34508.125	44962.1	48392.6	57776.0	65672.375	41316.0	37970.71428571428	69387.5	47953.0	60174.75	45114.333333333336	45774.5	40413.5	48271.75	49684.5	49365.5	60533.2	61384.5	46513.5	45060.5	71996.5	38115.0	57991.42857142857	47208.833333333336	55854.0	58659.75	34836.0	41563.0
trans.1.2.Dihydrobenzene.1.2.diol	2550.0	4662.75	3774.5	3791.5	5168.0	6569.5	2729.5	3054.75	8633.5	8938.25	5431.5	4488.1	5046.3	3789.25	4776.625	3622.8333333333335	3849.285714285714	3076.5	2690.5	3695.0	3716.0	5913.25	3603.5	8095.625	4548.75	9858.5	4566.5	4104.166666666667	8954.5	4247.5	4676.0	3580.6666666666665	7950.214285714285	4023.6666666666665	4613.5	4644.5	3865.0	3091.0
Creatinine	10399.0	47873.5	44371.5	28844.0	30196.0	29480.375	31010.5	34808.75	31880.0	38029.25	42279.75	43889.3	30672.7	48415.75	40069.875	45297.333333333336	42801.21428571428	18966.5	35629.0	43800.5	46956.333333333336	42756.0	38328.5	33499.75	50876.25	31976.5	34379.0	33059.833333333336	36271.5	42012.5	40403.333333333336	47002.666666666664	40928.142857142855	44046.833333333336	44826.0	35434.333333333336	27651.5	21190.0
Dihydrouracil	5533.5	7220.5	14962.5	16685.5	14146.5	13725.875	20083.5	8557.25	8852.0	8922.0	14014.0	13334.7	15201.4	13313.25	12223.25	11710.0	13918.142857142857	16315.5	12433.5	13793.5	11458.666666666666	11875.75	11005.0	9930.0	13664.5	14132.5	9907.7	12270.333333333334	15919.0	13971.75	11320.333333333334	13357.0	12918.642857142857	13224.5	13342.625	12485.583333333334	15146.25	10712.0
Delta.Hexanolactone	1465.5	2004.25	2671.0	2075.5	2594.5	2873.375	2185.5	1684.25	4383.0	2791.75	2197.75	2309.5	2638.6	2253.5	2128.375	1736.8333333333333	2045.4285714285713	3785.5	1845.0	2465.75	2051.6666666666665	2714.0	1896.5	2383.625	2391.5	4109.5	2021.0	2084.6666666666665	3266.5	2501.0	2561.6666666666665	1899.8333333333333	2508.5714285714284	1790.8333333333333	2621.75	2580.1666666666665	1803.75	1876.0
X3.Amino.2.piperidone	747.0	594.5	882.0	1191.0	2017.0	1050.75	1447.0	605.5	1856.0	1967.75	952.875	885.7	1251.1	1309.75	848.375	801.3333333333334	1053.2857142857142	3641.5	730.0	1064.0	1385.6666666666667	1078.75	945.0	668.25	1056.75	1313.0	986.5	1473.3333333333333	2907.0	1766.5	1036.1666666666667	976.8333333333334	935.5714285714286	866.0	885.0	1322.25	1244.5	885.5
L.Proline	36469.5	150735.5	83991.0	98206.5	82987.0	80121.25	107903.5	136209.5	72550.5	57845.5	105490.5	65627.4	93662.3	126469.25	68307.625	60003.833333333336	65775.57142857143	83646.5	49072.0	53054.25	60642.333333333336	64189.5	59070.0	78470.0	103882.0	70918.0	70002.5	66136.33333333333	101094.0	57125.0	98826.5	66517.5	59327.71428571428	120981.83333333333	95791.375	68807.41666666667	56363.0	119338.0
Fumaric.acid	18695.5	46323.5	79858.0	84252.0	263471.0	103363.875	217092.5	20875.5	41212.0	81663.5	48368.0	90414.6	116442.4	70767.0	91350.125	68332.5	73253.71428571429	188064.5	56680.0	104323.5	85619.33333333333	94344.25	82928.0	42522.625	48868.25	64368.5	85606.1	107908.83333333333	45282.5	48864.75	61635.166666666664	74714.16666666667	95796.42857142857	83585.83333333333	73997.625	103656.83333333333	34418.5	124586.0
Alpha.ketoisovaleric.acid	5032.0	7633.5	8089.5	8833.0	7706.0	7274.375	7546.5	5223.75	9821.5	7344.0	7720.625	7414.1	8097.9	7744.0	7696.5	7645.833333333333	7328.214285714285	5425.0	6659.5	7321.0	6941.666666666667	7064.0	6347.0	7855.25	8575.0	10341.0	6383.2	6634.833333333333	11425.0	7791.25	7282.5	7976.166666666667	8207.92857142857	7113.5	7912.5	6261.0	4958.0	3477.0
Caproic.acid	4114.0	7841.0	9e3	10091.0	13721.0	11961.375	5981.0	7873.0	14724.0	16589.5	12172.0	10104.5	11612.1	9448.25	10914.125	8243.0	8622.785714285714	7198.0	8025.0	8269.0	9539.0	13547.0	10804.5	16552.0	11533.25	13511.5	7527.8	9115.333333333334	17019.0	12129.25	9153.166666666666	7648.5	14880.857142857143	8925.833333333334	11379.0	9972.0	10502.0	7050.5
L.Aspartate.semialdehyde	2653.5	7212.5	5207.5	4846.0	5357.5	6872.875	6056.5	6148.25	3399.5	6017.75	6335.625	4819.7	5679.4	7779.75	5236.125	5780.833333333333	7095.928571428572	5868.0	4461.5	5964.0	8131.5	5668.5	6701.5	4980.75	7587.75	4753.0	4605.4	5625.5	6845.0	5581.5	6297.833333333333	7240.333333333333	5506.071428571428	5568.333333333333	5679.125	7699.5	5080.0	4437.0
L.Valine	59580.0	193660.25	136278.5	191404.0	132948.5	125579.375	175002.0	86946.25	113926.0	87662.5	126908.375	120158.7	171083.9	209070.25	121298.875	109059.16666666667	120611.07142857143	165517.0	119961.0	109058.0	92045.0	124686.25	70885.5	127244.125	188652.25	143170.0	117318.5	102578.0	145029.5	109905.0	146557.83333333334	102936.5	103464.14285714286	144246.33333333334	120579.375	116572.75	109713.25	121508.5
Methylmalonic.acid	111689.5	287354.0	358628.0	297658.5	379133.5	429628.875	479403.5	233225.25	230230.5	350083.75	447360.625	332593.8	358519.4	587189.75	336625.25	380408.0	368461.35714285716	524310.0	236659.0	390033.25	472670.6666666667	313517.25	370178.5	266711.875	262690.25	347019.0	271412.1	378748.0	544664.5	483326.25	283350.8333333333	433535.0	444889.35714285716	458139.5	449534.0	418776.8333333333	265057.0	473935.5
X2.Hydroxy.3.methylbutyric.acid	2874.5	4565.25	4658.5	5154.5	7916.0	6206.625	7395.5	8471.0	4300.0	4662.25	7536.25	8591.1	10409.1	5493.25	6222.875	5275.5	6245.142857142857	6115.0	3923.5	5634.25	6655.5	7236.5	6141.0	5452.375	7167.0	6116.0	4734.7	8277.166666666666	6990.5	5013.25	4940.0	7804.833333333333	7456.928571428572	6655.0	9378.75	5697.916666666667	4883.25	5294.0
L.Threonine	8383.5	21078.0	29553.0	33090.5	32340.5	30125.0	39110.0	26868.25	18177.5	20189.25	32200.875	21855.5	31247.6	31645.5	24663.125	26675.666666666668	26959.714285714286	46661.0	21064.5	28489.25	22465.333333333332	23616.25	25765.0	19989.875	31807.0	25503.0	18044.7	25826.0	28791.0	33267.5	25420.333333333332	25125.0	22300.85714285714	35155.5	23962.5	24686.5	24562.5	36076.0
X3.Methylthiopropionic.acid	5901.0	5541.5	5453.0	6293.0	5196.0	5327.5	5230.5	4988.0	6717.5	5264.75	4973.75	5668.9	5557.7	6073.25	5176.375	5095.333333333333	4623.071428571428	5020.0	4621.5	4850.5	5218.333333333333	5315.0	4869.0	5627.25	5435.5	5957.5	4897.7	4990.5	5621.0	4084.0	5214.666666666667	4783.666666666667	5000.214285714285	4717.0	5390.75	4914.583333333333	5090.25	4415.0
X4.Hydroxystyrene	4208.0	11502.0	7859.5	12014.0	10590.0	8336.5	9534.0	8164.5	8939.5	8972.0	10747.125	9160.7	10763.0	13238.5	8636.25	7907.666666666667	8016.714285714285	10548.5	7795.0	9524.0	8979.333333333334	9213.0	8780.5	11970.375	10282.25	10016.5	8153.3	10707.333333333334	10209.5	8910.25	8717.166666666666	7883.5	8806.92857142857	9094.833333333334	9161.625	8540.583333333334	8074.5	9779.5
Niacinamide	22285.5	21841.75	50822.0	58479.0	39272.0	19331.125	56865.0	17752.75	33843.5	15769.25	24122.75	27626.7	36434.1	22656.0	29016.125	32937.5	24617.928571428572	23377.0	47141.5	35617.25	25840.0	23385.75	24300.0	22240.5	29474.5	35593.0	32439.8	27830.0	30582.5	25577.75	35282.166666666664	27457.0	27934.85714285714	26066.333333333332	35307.75	21619.75	47230.0	31793.0
Nicotinic.acid	4795.5	8435.25	8111.5	7727.5	7307.0	7183.125	8710.0	5529.25	7212.0	6221.5	6616.75	7183.2	7413.7	8651.0	7789.375	7249.666666666667	6888.285714285715	6530.5	6040.0	7460.5	7075.0	6822.0	6986.5	7400.5	7993.0	7603.5	6766.8	7268.0	7368.0	6836.75	8482.166666666666	6930.166666666667	7621.0	7430.166666666667	7706.0	7365.333333333333	6047.25	6169.0
X2.Hydroxyethanesulfonate	43434.0	46070.5	44027.5	98875.0	68986.5	55229.375	66050.5	23276.5	55516.0	39024.75	80376.0	62624.2	89481.9	70560.5	64802.625	52374.166666666664	78693.0	50851.0	128364.5	53137.25	56313.5	66281.25	52599.5	83470.375	78111.5	104559.0	68110.3	72873.5	87326.0	47218.0	67197.0	58245.5	67900.85714285714	39081.333333333336	74595.625	53751.333333333336	60412.75	39949.0
D.1.Piperideine.2.carboxylic.acid	2817.5	8814.5	5515.5	5386.0	4527.0	4200.0	5512.0	3682.25	5112.5	3554.5	5488.375	4217.2	5143.0	8356.25	5259.375	5942.166666666667	5396.642857142857	3606.0	4474.5	5425.25	5045.333333333333	4543.0	4707.0	5433.875	7520.5	5039.0	4676.1	4574.5	7034.5	5610.25	6417.333333333333	5961.833333333333	4841.857142857143	5794.833333333333	5706.875	4519.25	4054.25	3408.5
Dihydrothymine	39107.0	65892.25	107202.0	109267.0	234536.5	164035.75	224344.0	47958.25	67770.0	154253.0	179886.125	157568.3	178246.1	136217.75	111588.25	114422.83333333333	163657.7857142857	159386.0	113437.0	203375.5	114109.33333333333	217008.5	136632.0	93957.375	137050.75	144117.0	112987.7	146525.66666666666	171849.5	251796.0	126551.0	139332.66666666666	131170.5	118578.66666666667	121228.375	163454.5	150904.5	130593.0
Pyroglutamic.acid	103711.0	270065.0	247228.5	176853.0	321735.0	237479.875	275310.5	178639.25	186279.0	229544.75	334112.0	327496.5	284394.5	274291.75	246705.625	277862.5	306862.4285714286	249330.0	264978.0	429588.5	220185.5	403137.75	322728.0	269081.375	269142.0	206155.0	259291.9	300753.0	326230.5	431191.0	325901.0	290631.3333333333	325077.21428571426	291279.0	269856.0	287522.9166666667	323256.25	376937.5
Pipecolic.acid	1455.0	4343.25	3957.0	4007.5	6051.0	4468.0	5385.5	4943.0	3788.0	3400.75	3863.75	3798.4	6335.7	6086.5	3915.5	4347.0	4380.071428571428	4174.5	3069.5	4137.0	5394.166666666667	4280.75	3564.5	3808.0	4906.75	3919.0	3167.1	4038.1666666666665	5936.0	4750.5	4308.833333333333	4964.166666666667	4464.0	3665.5	4764.875	5312.0	4594.75	4310.5
Heptanoic.acid	4406.5	4645.0	4771.5	6073.5	3980.0	4647.375	3298.5	3849.25	5913.0	5649.75	4380.75	4653.6	5202.0	4312.0	5233.625	4060.0	3735.6428571428573	3426.5	3374.5	4032.5	4016.8333333333335	5121.25	4295.5	5869.125	4565.0	5344.0	4263.8	4e3	5679.5	3746.0	4392.666666666667	3556.0	5305.714285714285	4239.666666666667	4730.375	4104.25	4868.25	3471.0
Hydroxyproline	3084.5	9519.75	7746.5	7666.0	13507.5	11914.375	10331.5	9456.5	4307.0	8581.5	10815.625	6472.7	11144.1	10488.75	7498.375	7397.0	10495.857142857143	13738.0	6427.5	6607.25	11557.0	8400.0	8797.0	7348.875	9964.5	7006.5	6391.5	8324.666666666666	12826.5	8347.75	9283.666666666666	10427.833333333334	7452.0	13585.833333333334	9905.375	8550.583333333334	8066.25	9421.5
Creatine	2180.5	3890.0	5804.5	4388.5	7577.0	9131.75	9594.0	8206.5	4932.5	11365.5	7260.625	5574.7	6497.4	13785.5	7353.625	5576.833333333333	8460.07142857143	13211.5	4690.0	6033.75	6997.833333333333	6436.5	6333.5	4775.75	6313.0	6499.5	5057.8	6394.5	14712.5	10015.75	6638.666666666667	7525.666666666667	6174.428571428572	8343.333333333334	9358.875	7864.333333333333	10889.75	9723.5
L.Leucine	167670.0	635506.25	428695.5	564931.0	431649.5	385110.625	625807.5	248394.5	297608.0	245207.5	335706.25	349694.4	488583.0	586502.25	377932.625	316805.8333333333	340924.28571428574	470744.0	363330.0	306869.75	277108.0	364353.0	226799.0	358050.125	529461.5	390405.0	345982.6	297995.3333333333	390382.5	299565.25	480136.1666666667	272173.6666666667	300260.14285714284	350863.3333333333	337555.875	387138.9166666667	319474.0	325979.5
Ethylmalonic.acid	11127.5	20844.75	24602.0	26566.5	26993.5	65219.5	24686.5	39745.75	18419.5	22536.25	26155.375	20134.2	26171.3	30040.5	23426.0	45680.833333333336	25679.571428571428	23945.5	24811.0	904459.25	23269.166666666668	23873.25	16107.0	29122.0	26785.75	23229.5	24604.6	19631.833333333332	34619.0	1291032.75	25352.0	27034.333333333332	22121.214285714286	23544.0	27304.375	23946.916666666668	18305.75	21807.5
L.Asparagine	7654.5	7769.0	19456.0	24062.0	21789.5	21327.625	34256.5	14483.5	9384.0	13775.25	18746.125	13961.6	18807.6	17568.5	17263.875	15321.833333333334	18544.85714285714	28058.5	14266.5	66392.25	14507.666666666666	14806.0	14094.5	13620.5	17538.25	14870.5	14284.1	16345.666666666666	20735.5	85021.75	14253.166666666666	17248.833333333332	15229.642857142857	21594.833333333332	15020.375	16749.416666666668	16967.0	24477.0
X2.Hydroxy.3.methylpentanoic.acid	3615.0	5805.75	3121.5	4288.5	3546.0	3945.0	4199.5	3473.75	3341.5	3861.0	3090.75	3493.2	5504.8	7234.75	3622.625	3004.1666666666665	3103.3571428571427	3809.5	2317.5	3292.5	3033.0	3233.5	3454.0	6356.75	6143.0	3715.0	3176.9	3763.8333333333335	4503.5	3900.75	5147.166666666667	2950.8333333333335	3729.8571428571427	3606.0	4326.625	3799.25	3479.75	4306.5
L.Aspartic.acid	18969.0	39735.0	66509.5	43989.5	85228.5	90809.0	106897.0	85678.25	43975.5	92129.25	57469.75	54358.2	70911.2	70769.25	91603.75	105762.33333333333	81698.14285714286	76826.5	65531.5	83277.0	87046.66666666667	103432.0	122621.0	73103.125	61616.5	66447.5	69507.4	76252.33333333333	80078.0	97435.25	59302.833333333336	90793.5	95588.42857142857	111997.33333333333	68278.375	110610.25	76689.5	137322.0
L.Malic.acid	90182.0	212826.5	338973.0	106676.5	534807.0	264683.0	777659.5	122051.25	273263.0	459127.5	281122.25	208130.1	285600.8	430318.75	225927.5	380287.1666666667	431550.4285714286	327150.5	256384.5	402299.25	461698.1666666667	321878.25	511714.5	246719.0	332173.75	354260.5	332778.5	379099.6666666667	290083.0	302169.25	240628.83333333334	390888.1666666667	453036.9285714286	441807.1666666667	334692.75	484703.8333333333	184469.25	493183.0
Deoxyribose	3633.5	2617.75	2307.5	2620.5	3454.0	2427.5	3115.5	1857.5	2610.5	2286.25	4159.0	2304.0	2905.9	2654.0	2458.875	2248.3333333333335	2404.0	2529.0	1651.0	2856.0	2530.6666666666665	2212.25	1912.0	2599.625	3132.0	2772.5	2228.4	2411.5	3334.0	2628.0	2552.3333333333335	2422.8333333333335	2727.785714285714	2671.1666666666665	2834.875	2557.3333333333335	2154.25	2347.0
Adenine	200810.0	996932.0	1867478.0	834395.5	724007.5	546904.625	1504759.0	772440.0	752201.0	484188.75	814989.125	592495.4	659853.8	1219096.5	562455.5	898310.0	1147742.2142857143	2963651.5	1186539.5	2553858.75	1068331.0	1012054.75	1769881.5	639115.0	1447275.0	1490600.5	1767000.8	1673882.1666666667	1288777.0	1552990.25	1942683.6666666667	844499.0	1246868.0714285714	1805652.8333333333	1370538.75	1517815.25	2876464.5	3458883.0
X.R..Amphetamine	262.5	967.0	2677.0	824.0	696.0	406.125	1787.0	568.0	723.0	443.25	620.125	453.8	593.2	1295.0	463.625	880.5	1060.857142857143	5063.5	856.0	5377.5	884.3333333333334	981.0	2033.5	547.25	1629.5	1659.5	2165.3	1948.3333333333333	1430.5	1558.0	2675.3333333333335	657.8333333333334	1415.0	2679.0	1892.0	2121.5	7428.75	7412.5
X2.Methylerythritol	1428.5	2080.0	3298.0	2171.5	2250.0	1636.875	4461.0	2293.0	2189.0	1593.75	1762.5	1546.3	1837.4	2613.75	1915.5	3250.3333333333335	2268.9285714285716	4475.5	2126.5	4391.0	2632.0	2379.75	3271.5	1856.75	2566.5	3044.5	2995.8	3056.6666666666665	3071.5	3238.25	3743.8333333333335	2045.3333333333333	2855.6428571428573	3343.8333333333335	2548.625	2887.0	4604.0	5025.0
Tyramine	910.0	51022.5	1519.5	1474.0	1356.0	1347.0	1309.0	1440.25	2734.5	1585.0	1455.375	1426.4	1828.8	2167.0	1721.125	1684.6666666666667	1536.9285714285713	1881.0	1383.5	1409.5	1454.8333333333333	1246.75	1335.5	7300.25	2022.25	1724.0	4027.5	1427.1666666666667	2681.0	1421.5	19896.5	1388.8333333333333	1968.0	1602.0	2017.875	3978.5	1186.0	1308.5
X3.4.Dihydroxybenzylamine	5380.0	9855.0	9679.5	8968.5	9726.5	7924.625	8798.5	7393.75	9032.0	7602.75	8345.25	7995.6	8567.5	11016.75	9854.75	8080.333333333333	8288.142857142857	6642.5	7748.0	10334.5	8147.666666666667	8270.75	8943.5	11426.875	9647.5	7749.5	7337.3	8944.333333333334	10476.5	9453.75	9458.166666666666	8126.0	9554.142857142857	8605.0	11248.125	8587.333333333334	9015.5	6674.5
O.Phosphoethanolamine	14957.5	16090.25	23747.5	31869.0	92839.5	46622.5	69732.5	152134.75	19191.0	37420.5	24822.125	19210.0	23516.5	27967.75	40169.875	58553.666666666664	39304.78571428572	41154.0	16565.0	33990.0	36496.333333333336	26626.75	35268.0	24244.25	27628.75	22681.0	21532.1	29095.0	36930.0	35394.5	23620.666666666668	45667.833333333336	24413.14285714286	33665.666666666664	23051.75	35754.583333333336	32080.25	76349.0
L.Histidinol	672.0	793.75	865.0	713.5	781.5	661.75	704.0	760.25	759.5	697.25	1309.0	682.1	663.6	2536.75	743.625	680.1666666666666	1298.0	582.0	623.0	773.25	1004.3333333333334	761.25	1066.0	766.5	1013.0	861.5	723.0	725.0	1299.5	1765.5	813.8333333333334	1608.5	819.0	1246.1666666666667	1260.25	868.25	1757.0	1854.5
cis.cis.Muconic.acid	181452.0	187192.75	184806.5	197844.0	156180.5	159054.25	157130.0	145159.0	238376.5	142449.75	140369.125	173800.8	167918.7	159123.0	153180.125	160628.0	133084.7857142857	138844.0	134436.0	148728.75	157994.66666666666	162335.25	158420.5	177956.125	163220.25	161264.5	144372.9	157561.0	162996.0	126813.25	163255.0	143169.0	152781.14285714287	142391.66666666666	156510.125	147635.66666666666	138062.75	117249.5
X2.Octenoic.acid	2694.0	3890.75	4021.0	4569.0	5373.0	5217.75	3038.5	2945.5	7485.5	7066.25	5480.875	4089.6	5181.2	4507.0	4374.625	3581.3333333333335	3986.785714285714	3331.5	2929.5	3725.25	3915.5	5166.0	3770.5	5835.5	5131.75	7135.0	3539.9	4023.5	7011.5	4180.25	3779.8333333333335	3177.5	6201.785714285715	3249.8333333333335	5322.0	4344.25	4984.5	3641.0
Vinylacetylglycine	3580.0	11338.5	8344.0	5692.0	6481.0	7258.75	4640.5	12792.5	6646.5	5289.5	8724.0	15411.5	8776.4	12609.0	6597.625	8608.666666666666	7500.071428571428	4066.0	8182.0	8172.0	7120.333333333333	8008.5	7896.0	8875.875	8493.25	5373.5	6410.9	9130.0	6740.5	6768.25	8346.333333333334	8611.666666666666	7249.642857142857	13896.5	10668.125	7511.583333333333	8092.5	46492.5
X3.Hexenedioic.acid	22887.5	30911.25	51463.5	58669.5	53915.5	45629.125	58018.5	16866.5	42020.0	30532.0	52957.125	50890.9	52381.3	43898.25	46377.5	44107.666666666664	50602.5	45244.0	42925.5	48329.75	44761.666666666664	39337.5	42674.5	37976.125	49883.0	57767.0	35911.2	42222.5	60139.0	41708.0	39054.0	49404.833333333336	48698.07142857143	39418.833333333336	48424.0	39894.833333333336	29538.25	19970.5
X4.Hydroxycyclohexylcarboxylic.acid	4019.5	4172.0	3963.5	5392.0	5629.0	5026.0	3913.5	3393.5	10924.5	6817.0	4365.875	4498.5	5318.2	3937.75	4435.375	3596.3333333333335	3372.5	6179.0	3816.5	3701.5	3601.5	4702.75	3865.5	6025.375	4359.0	8682.5	4146.7	5012.0	9132.5	3500.25	4764.666666666667	3427.3333333333335	5731.357142857143	3618.0	4764.5	5127.166666666667	3735.25	3632.5
Caprylic.acid	7810.0	8338.0	10017.5	11581.0	7765.5	9479.375	6516.5	7916.5	16725.0	11222.5	9573.25	11006.2	11288.9	10552.75	9720.0	8969.0	8256.214285714286	10043.5	8056.5	8913.75	10421.666666666666	9490.25	10995.0	11506.875	8904.5	12729.5	9958.8	8507.333333333334	11910.0	7297.0	10393.166666666666	7359.166666666667	10035.357142857143	9434.5	9625.625	9296.75	11817.25	8434.5
X0	1071.0	1085.25	1070.0	1535.0	1066.0	839.25	1409.5	609.0	1114.0	865.5	1078.75	844.5	1499.7	993.0	801.875	1008.5	949.3571428571429	1066.5	784.5	1131.25	857.1666666666666	808.75	1007.5	996.25	885.0	1490.5	913.5	936.5	1025.5	1063.75	1003.0	902.8333333333334	894.9285714285714	1053.6666666666667	905.625	769.8333333333334	1401.75	895.0
X2.Keto.glutaramic.acid	2260.0	1534.75	1824.0	1450.0	1449.0	1461.75	1569.5	2561.25	1142.5	1421.0	1756.0	1326.9	2185.8	2769.75	1564.25	2479.8333333333335	1886.5	1342.0	2507.0	2270.25	2488.8333333333335	1739.25	3039.0	1974.625	2333.75	1721.5	1620.2	1965.6666666666667	2192.0	2875.0	2420.8333333333335	1911.5	1994.0	2079.8333333333335	1655.0	2240.75	2047.5	2365.0
Allysine	11063.0	9628.25	11709.0	14685.0	11806.0	16438.375	10051.5	10369.75	8180.5	17465.75	12714.5	13122.8	19436.3	15753.75	13764.375	11585.0	10168.785714285714	19661.5	9112.5	11285.0	11164.333333333334	12860.0	11544.0	10364.25	11523.0	8258.5	8143.9	13265.0	16265.0	10823.25	9225.166666666666	11605.166666666666	12423.92857142857	12321.166666666666	12308.875	13239.416666666666	17095.75	9982.0
