@format=row	BXD63	BXD45	BXD32	BXD39	DBA/2J	BXD90	BXD24	BXD95	BXD73	BXD55	BXD100	C57BL/6J	BXD102	BXD91	BXD29	BXD89	BXD73b	BXD75	BXD87	BXD34	BXD48	BXD9	BXD65	BXD70	BXD43	BXD44	BXD61	BXD65b	BXD50	BXD68	BXD77	BXD101	B6D2F1	BXD62	D2B6F1	BXD48a	BXD79	BXD69
N.Acetylasparagine	7781.0	9180.75	5438.0	6420.5	10610.5	5288.625	9866.0	2741.5	3403.5	7954.75	6283.5	3933.2	8133.8	6042.0	4253.125	4317.666666666667	4977.928571428572	6735.5	6544.5	10570.25	4267.333333333333	7919.75	7287.0	4567.625	6480.5	6526.0	3728.0	7527.0	11586.0	6472.75	7020.333333333333	4800.0	5193.071428571428	5981.166666666667	6288.25	5113.416666666667	5250.75	4705.5
Suberic.acid	17166.5	10184.75	11780.5	13917.5	11048.0	13736.625	12553.5	11936.5	20479.5	16033.0	8530.5	15271.0	16513.5	10743.5	13747.875	8882.5	7984.642857142857	14312.5	10743.5	12882.25	9637.333333333334	14034.5	11353.5	12753.125	8456.75	16502.5	17681.7	10333.5	16922.0	10337.25	17153.166666666668	7519.833333333333	14435.857142857143	9893.666666666666	14657.375	11410.25	7972.5	10436.0
N.Acetylornithine	3702.5	4702.75	6099.5	9083.5	5218.0	5687.125	9349.5	3810.75	4814.0	5619.75	5434.125	4561.4	9782.5	7396.75	5639.875	5456.166666666667	5368.928571428572	6155.5	4255.5	5263.0	5065.166666666667	4740.75	4727.5	7648.0	5935.5	5931.5	4668.4	4411.666666666667	6623.5	4727.0	5279.166666666667	5360.5	5297.285714285715	5299.166666666667	5271.875	6833.75	6040.5	7289.5
N.Acetyl.L.aspartic.acid	3119.5	12949.5	90145.0	13494.0	8352.0	11564.25	11931.0	8076.25	3037.5	13740.0	7708.375	7824.7	10882.4	10292.5	13219.125	16610.666666666668	12985.57142857143	12531.0	102453.5	83040.5	6874.333333333333	42393.25	16182.5	9412.25	7133.0	5248.0	25566.8	29596.666666666668	9331.0	14059.25	95657.5	10341.5	24779.071428571428	14254.833333333334	7528.75	25636.0	8230.5	29763.0
N.Carboxyethyl.g.aminobutyric.acid	1003.0	1715.5	1615.5	1423.0	1320.0	1509.5	1314.5	1538.25	1606.0	1604.75	1476.5	1442.1	1734.6	2009.0	1437.75	1223.8333333333333	1533.357142857143	1813.5	1551.5	1404.5	1336.0	1528.75	1557.0	2740.5	1717.5	1220.5	1279.8	1728.5	2304.5	1500.5	1816.0	1437.1666666666667	1606.357142857143	1625.1666666666667	1626.625	1839.4166666666667	1327.0	1788.0
Citrulline	3125.5	2430.5	13341.0	5187.0	7315.0	6468.875	6438.0	4590.5	8712.0	7171.5	5241.375	6272.0	8682.3	4934.5	6036.75	7349.166666666667	4856.357142857143	9205.0	15814.5	9047.0	5797.166666666667	5369.0	4095.0	6075.875	4998.0	4369.5	5519.7	9661.333333333334	9931.0	4783.5	8818.5	4170.0	7704.642857142857	5533.833333333333	5929.5	5812.916666666667	4399.5	6575.0
D.Glucurono.6.3.lactone	110262.5	527533.25	1298502.5	3029582.0	7783328.5	2653021.25	4963098.0	31205.0	90539.5	527e3	253535.75	2297220.3	3226623.8	246425.0	2216443.875	430674.0	377545.4285714286	5810134.0	585359.0	1596134.0	775457.8333333334	1687197.0	274359.0	236926.625	94998.5	515804.5	1494822.3	2009838.0	120288.5	210133.0	860096.0	679462.5	1127393.2142857143	822201.3333333334	1118670.875	1296892.5	169616.25	1904477.0
Serotonin	1379.0	2009.75	5070.0	6427.5	21972.0	5024.375	10980.0	1765.25	2238.0	2854.75	2265.375	4203.3	7431.0	2715.5	4013.125	3636.6666666666665	4605.785714285715	9013.0	2448.5	3572.0	3173.0	3577.25	2187.5	2580.25	2371.0	2475.0	3051.1	3281.6666666666665	2697.0	4482.75	2672.0	2901.1666666666665	3598.6428571428573	3624.6666666666665	3535.125	3150.25	3285.5	10830.0
X5.Phenylvaleric.acid	2461.5	4020.25	3380.0	3790.0	3867.5	4313.625	2716.0	3055.25	6091.0	6351.75	3979.5	3950.7	4086.2	3893.25	3786.25	3410.6666666666665	3354.5	3755.0	2896.0	3201.5	3392.0	4473.0	3485.0	4606.625	4002.0	6203.5	3275.4	3190.3333333333335	6211.0	3513.0	3590.5	3122.3333333333335	5138.357142857143	3459.8333333333335	4269.25	3793.0	4100.25	2586.0
Pseudooxynicotine	1096.0	1751.5	1481.0	1828.5	2166.5	1428.5	1527.5	1100.75	1858.0	1461.75	1145.0	1399.4	1455.5	1386.75	1399.5	1161.1666666666667	1146.4285714285713	1356.0	1124.0	1164.0	1175.5	1580.0	1189.5	2006.625	1314.25	1682.5	1315.8	1326.8333333333333	2116.0	1043.75	1403.6666666666667	1176.6666666666667	1984.4285714285713	1206.8333333333333	1394.0	1307.3333333333333	1212.75	1075.0
D.Glucose	59186.5	121366.75	382425.5	443123.5	397540.0	373719.375	396500.5	100170.0	243887.5	260751.25	405805.5	374546.5	417603.9	362185.0	335373.25	273753.3333333333	407490.71428571426	376222.5	255846.5	364868.75	354204.1666666667	279843.25	280954.5	234760.875	356611.75	304957.5	258316.3	260768.16666666666	447480.0	332427.75	237342.33333333334	348748.5	355916.5	247739.83333333334	377413.75	350798.8333333333	279393.25	159753.0
L.Tyrosine	42592.0	53763.75	105924.0	121193.5	111847.5	84613.75	137068.0	73054.25	58373.0	50773.25	94403.25	85318.1	104527.4	98907.5	77894.625	67842.66666666667	90216.71428571429	90388.0	62185.5	81846.75	71082.33333333333	84018.25	76112.5	74246.75	81196.75	77298.5	71561.0	76808.83333333333	81743.0	76943.25	70028.83333333333	68933.83333333333	73192.21428571429	112785.83333333333	82526.125	71915.25	62871.0	126526.5
Sorbitol	27577.5	41503.0	38436.0	52531.0	55254.5	37815.375	47716.0	27473.0	44547.5	24951.0	28229.375	47956.8	40994.0	29189.25	80963.625	26628.333333333332	27163.285714285714	27769.0	36013.5	29317.0	26640.333333333332	39870.75	29133.0	39223.375	28607.5	57556.5	36316.6	28463.333333333332	57094.0	22649.0	38083.0	26223.833333333332	55223.92857142857	31849.333333333332	32917.5	29532.0	22423.0	27833.5
Phosphorylcholine	17763.5	1801.5	2482.5	2637.0	2878.0	3360.25	2179.0	1613.5	4678.5	3827.25	2756.375	2304.0	2886.6	2238.5	2319.5	1811.1666666666667	1953.4285714285713	2958.5	2033.0	2096.75	2161.5	2991.5	2091.0	2903.875	2575.5	3713.5	1902.0	2229.3333333333335	4828.5	2681.75	2175.6666666666665	1978.6666666666667	3614.0714285714284	1983.0	2587.25	2469.4166666666665	2093.5	1917.5
Phosphoserine	4401.5	24123.75	68768.5	59196.5	72833.0	82499.875	130129.5	69152.25	48904.5	61040.75	60495.25	75775.9	68409.3	84012.75	75051.25	66288.16666666667	72533.07142857143	55492.5	57860.5	108043.75	67909.66666666667	94547.5	115592.0	53871.625	57163.0	58560.5	64480.1	84411.66666666667	68731.5	83854.25	51877.166666666664	74987.16666666667	87067.57142857143	78586.33333333333	74076.375	80011.33333333333	53353.25	165787.0
Pseudoecgonine	1008.5	1559.75	1388.5	1478.0	3463.0	2697.875	1278.5	973.25	1425.0	1720.25	2014.625	1379.2	3675.2	1608.5	2492.25	1226.5	1443.857142857143	1855.0	1098.5	1155.0	1394.1666666666667	3205.0	1163.5	1759.25	1753.0	2109.5	1180.0	1398.8333333333333	2769.5	1361.75	1559.1666666666667	1054.6666666666667	1849.7142857142858	1215.5	1831.125	2125.3333333333335	1276.75	1248.0
X3.Oxodecanoic.acid	5252.5	4191.25	4560.0	5365.5	4995.5	5283.0	4613.5	3531.5	6741.5	6623.5	4032.875	5071.2	5800.3	4151.5	5328.0	3859.6666666666665	3625.214285714286	5687.5	3197.5	4197.25	4219.333333333333	5499.75	4611.5	5896.5	4155.5	6864.0	4877.7	4497.5	7073.5	4771.0	5004.5	3454.5	5767.214285714285	4287.833333333333	6886.125	4929.166666666667	4397.75	4019.5
X4.6.Dimethylnonanoic.acid	5070.5	4014.25	4661.0	6271.0	4172.0	4525.625	4028.0	3663.0	8134.0	5256.0	3170.0	4519.1	6535.1	4151.75	5464.0	3968.5	3342.0714285714284	5143.5	4002.0	3884.75	4420.5	4444.0	5014.0	16875.75	3984.0	5484.0	5049.3	4288.0	5391.5	3187.5	4907.833333333333	2843.6666666666665	6171.428571428572	4035.3333333333335	4661.125	4842.666666666667	4546.75	3534.5
X2.Keto.6.acetamidocaproate	3595.0	1482.25	1661.0	1271.5	1567.5	1522.875	1569.0	1505.75	1499.0	1822.5	1997.0	1724.9	1874.5	2114.75	1514.25	1578.5	1797.357142857143	1902.5	1876.0	1761.0	1364.8333333333333	1881.0	1613.0	1611.625	2304.25	1564.0	1319.9	1610.0	2079.5	1890.0	1618.3333333333333	1681.6666666666667	1791.142857142857	1782.5	2184.625	1861.5833333333333	1722.0	1832.5
X0.2	899.5	901.0	1608.5	1800.5	2216.0	2038.75	5188.0	1595.25	1454.5	2266.5	1477.0	1168.3	1613.8	1548.0	1897.125	2377.3333333333335	2283.1428571428573	1830.5	892.5	1267.25	1943.8333333333333	1249.75	1329.5	2677.5	1505.75	1554.5	1340.4	2019.6666666666667	2116.0	1285.75	982.6666666666666	2155.3333333333335	1530.857142857143	2786.3333333333335	1450.125	1608.5833333333333	2624.0	2078.0
p.Cresol.sulfate	4870.5	5180.75	13189.0	18522.5	11946.5	12211.75	7135.0	4650.0	5494.5	2746.75	7048.375	13558.1	27036.7	21266.25	15202.875	19711.666666666668	16169.07142857143	16719.5	14418.5	9688.25	19971.0	9947.75	3306.0	10379.875	8915.25	20502.5	10496.3	33922.166666666664	4919.0	11313.5	3665.1666666666665	15187.5	10821.0	4912.666666666667	14543.375	18736.166666666668	13500.75	10705.0
N.Acetylglutamine	44858.0	13321.75	25942.0	30309.5	176453.5	48551.25	95397.0	8612.25	12678.0	58736.5	65059.375	42584.4	69384.0	33813.75	27667.75	24128.0	42924.642857142855	35287.0	23982.0	101519.25	25543.5	98754.75	71555.5	20673.125	43142.5	67815.0	20375.4	68271.16666666667	98416.0	68538.5	18187.166666666668	35194.166666666664	38595.71428571428	29766.833333333332	37575.375	32419.083333333332	40383.25	16338.5
Nonate	35853.0	19597.0	30921.5	31901.5	22858.0	34850.25	29275.0	25339.5	49265.0	42499.5	15956.5	29898.0	38509.7	23688.5	30482.125	19396.166666666668	15405.92857142857	32731.0	20364.5	30085.75	18663.0	28507.25	26855.5	27789.125	18148.25	37070.0	36644.6	23362.666666666668	34253.0	19201.75	37275.833333333336	12566.666666666666	31163.071428571428	19740.5	33148.75	28490.0	18899.75	25438.0
X0.3	8199.5	10041.25	12695.0	24187.0	16957.0	12442.375	21862.5	8639.0	9446.0	11937.5	18416.875	9926.1	30442.8	12424.0	11799.75	14109.5	13846.42857142857	18152.5	10599.5	16551.25	11187.833333333334	10460.5	11403.5	13703.75	13182.5	13553.5	10430.5	12309.833333333334	17279.0	15863.0	10610.666666666666	14321.833333333334	11475.857142857143	13895.5	12888.25	9191.75	15471.5	15646.5
Lanthionine.ketimine	1576.0	21088.25	15761.5	13144.0	5352.5	26428.875	33574.0	11387.75	2750.0	10958.5	49971.125	11016.7	26599.2	38629.5	21518.0	27278.0	61283.0	4778.5	15270.0	19373.0	36644.666666666664	34679.75	36052.0	24990.0	45479.25	16901.0	16811.3	27323.666666666668	27518.0	44909.5	20611.666666666668	62905.5	25288.14285714286	30119.333333333332	42958.25	41484.25	21223.25	24336.0
Glutarylglycine	122370.0	11679.0	36841.5	40625.5	30156.5	46477.75	31961.5	56076.0	9661.0	15344.25	45305.375	42760.4	54982.6	66157.5	26631.75	45010.5	19556.85714285714	59414.5	22139.5	30045.25	18121.333333333332	43011.75	75953.0	31943.625	30528.75	22919.5	18666.3	75525.0	53340.5	26019.25	12876.166666666666	27782.666666666668	22371.071428571428	80074.0	35144.75	23647.75	57049.75	40024.0
X3.Dehydroquinate	15725.0	5520.75	15041.0	14279.5	33031.0	20093.125	26343.5	9032.0	14042.5	17523.0	16031.875	14484.6	21940.8	18859.75	15834.875	15167.5	11065.0	19850.0	13312.0	18464.0	14614.833333333334	18613.75	21378.5	12307.25	12325.75	11273.5	11065.0	23191.333333333332	16162.5	15829.75	9237.333333333334	14444.0	17751.285714285714	17019.666666666668	17271.5	14380.083333333334	15520.75	22643.0
L.beta.aspartyl.L.glycine	2763.0	1859.75	4033.0	3798.5	5692.5	3846.75	5093.5	2871.0	2620.0	3409.25	3696.625	3108.7	4491.4	4658.5	3562.125	3472.0	3445.5714285714284	4959.0	4864.0	4811.5	3268.0	4134.25	4673.0	3124.75	3474.75	2937.5	2928.8	4452.833333333333	4287.0	5399.0	3337.3333333333335	3161.6666666666665	3847.285714285714	4150.0	3542.875	3615.75	3936.0	5245.0
N.Acetyl.L.methionine	2846.0	15936.25	5807.0	6084.0	3115.0	4061.125	7256.0	2973.0	2837.5	2929.75	4493.125	3304.8	4972.6	7028.75	4016.5	4269.666666666667	3559.0714285714284	4222.0	5659.5	4888.75	2922.0	3639.75	4352.5	3719.375	6022.0	4757.0	4351.9	4949.833333333333	5331.0	4358.0	9988.0	3104.6666666666665	3243.285714285714	3400.1666666666665	3463.0	3571.25	3739.75	3604.5
X5.Methoxytryptophol	596.0	1130.75	845.5	1266.5	778.0	914.375	1166.0	1279.75	816.5	876.0	1160.375	760.2	988.2	1446.75	930.375	1017.1666666666666	1063.5	794.0	747.5	1136.0	838.5	1080.0	1106.5	866.0	1248.25	1035.5	868.9	873.0	1472.5	1273.25	1046.6666666666667	984.3333333333334	958.7857142857143	1018.6666666666666	1038.25	1005.4166666666666	1014.0	1199.5
Citric.acid	37325.0	33998.75	66467.5	47300.0	142812.0	84904.625	100111.5	50515.25	66626.5	96973.5	54642.25	51733.2	68340.1	57520.0	66813.25	56069.5	61279.5	105279.0	62148.0	88334.5	53292.666666666664	97526.75	89916.0	78003.125	41433.75	87606.5	63800.8	90567.16666666667	79346.5	72591.5	53438.166666666664	59207.5	96370.64285714286	56157.833333333336	58144.625	73387.66666666667	39647.75	58459.0
D.Glucuronic.acid	3795.0	5749.0	6474.0	5465.5	13051.5	5739.5	8411.5	8206.75	3636.5	4693.5	8456.5	8164.6	9107.9	11443.0	6424.5	14104.166666666666	8790.285714285714	15582.5	10728.5	12510.5	11616.166666666666	8442.25	10554.5	6943.5	7444.25	6054.5	6010.5	11243.0	9226.5	13949.25	10212.166666666666	11023.833333333334	8443.5	7696.666666666667	8191.5	9437.083333333334	7798.25	11618.5
trans.Ferulic.acid	1397.0	1595.0	2040.0	2192.5	2508.0	2064.625	1817.0	1675.25	2561.5	2815.5	1897.75	1921.7	2035.0	1821.5	1783.625	1681.1666666666667	1676.2142857142858	2835.5	1852.5	2056.75	1862.3333333333333	2284.5	1778.0	2056.25	1911.75	2626.5	1642.8	2091.1666666666665	3486.0	2315.25	1978.8333333333333	1491.6666666666667	2335.4285714285716	1642.6666666666667	2023.25	2018.5	1667.25	1724.0
Galactonic.acid	121938.5	124886.5	314469.0	332548.0	1346441.0	348453.25	789611.0	425213.5	118687.0	288643.0	325344.875	401471.4	568972.8	505456.0	330016.375	493659.1666666667	353971.5714285714	1195867.0	518315.5	816009.25	288401.6666666667	404169.5	601571.0	323912.25	285029.75	243090.0	261039.3	652404.8333333334	465694.5	625840.75	613376.0	339185.5	413131.4285714286	422607.1666666667	354505.5	557026.4166666666	399551.25	553633.0
Selenomethionine	2497.0	3485.25	3330.0	2620.0	3340.0	3577.25	3458.0	5355.5	3263.5	2926.25	3711.625	3129.5	3247.7	4228.0	3690.375	4016.1666666666665	3949.8571428571427	5703.5	3494.0	5297.75	4182.0	4405.75	4324.0	3448.875	4147.25	2857.5	3874.7	4492.166666666667	20420.5	4187.0	4505.5	3064.6666666666665	3194.5	3297.8333333333335	3296.125	4754.0	3321.75	5947.5
Guaifenesin	2524.5	2261.75	2383.0	2995.0	4172.0	3220.0	4168.5	2199.5	3882.5	3901.75	2861.375	3024.5	3195.3	3315.25	2942.75	1964.6666666666667	2590.285714285714	3563.0	2603.0	4070.25	2387.3333333333335	3789.5	2842.0	3003.25	2612.5	4644.0	3666.7	2677.5	5393.5	3370.5	2774.1666666666665	2051.0	3881.5714285714284	2194.5	3367.125	2820.8333333333335	2203.75	2695.0
trans.Dodec.2.enoic.acid	3245.5	4138.75	6402.0	6046.5	6078.0	5217.625	7538.0	3490.5	6893.0	5582.75	4656.0	5149.9	7367.8	4769.75	6027.5	7159.666666666667	5517.214285714285	6229.0	10688.0	6519.25	5394.5	5050.5	8426.0	17399.0	5737.5	6582.5	6980.1	6003.333333333333	4834.5	5907.75	5851.0	5306.666666666667	7296.714285714285	3967.8333333333335	5508.125	5550.333333333333	5970.5	7007.0
Isoxanthopterin	1843.0	1133.75	1716.0	1367.0	1481.5	1436.125	3265.0	1286.75	1654.0	1349.0	1844.375	1470.1	1737.2	2047.75	1460.75	1527.1666666666667	1507.7142857142858	2232.0	2359.5	1931.25	1484.6666666666667	1676.5	2002.5	1373.625	1610.25	1939.0	1375.0	2080.3333333333335	2373.0	1729.25	1985.6666666666667	1611.6666666666667	2333.8571428571427	1706.3333333333333	1902.875	1776.5	1550.25	1925.5
Ecgonine.methyl.ester	921.0	1079.75	1074.0	1742.0	1465.5	1161.5	1352.5	992.0	1357.0	1351.25	1390.75	1276.4	2228.0	1446.75	1099.375	1009.6666666666666	1208.142857142857	1821.5	1283.5	1210.25	1116.8333333333333	1364.25	1035.5	1068.375	1839.75	1735.0	1432.8	1318.0	1567.5	1387.75	1288.5	1277.1666666666667	1264.642857142857	1110.8333333333333	1502.625	1325.75	1560.25	1432.0
cis.4.Decenedioic.acid	3430.0	4079.75	3982.5	6167.5	9208.5	6942.375	5522.5	3355.25	10533.5	13592.5	5483.625	5363.4	6098.2	4499.5	5301.375	3526.6666666666665	4430.0	5788.0	3246.5	4786.75	4573.333333333333	6452.75	4967.0	7501.875	5134.5	11106.5	4596.3	5125.166666666667	11647.5	6850.5	4378.333333333333	3200.5	7324.928571428572	3877.1666666666665	6810.75	5921.75	5451.75	4062.5
Dodecanoic.acid	90432.0	69981.25	176431.5	133172.5	99437.0	116423.875	100193.5	103335.25	240700.5	235083.75	85807.0	104135.4	174488.9	122848.75	155923.375	107344.33333333333	89603.42857142857	149651.0	106701.5	104193.5	186588.66666666666	114627.0	163601.5	270374.375	130413.0	277769.0	186201.3	109593.33333333333	154129.0	81688.25	136438.0	89262.83333333333	135654.7857142857	118445.83333333333	105135.0	145623.16666666666	173453.25	100392.5
Cysteine.S.sulfate	1459.0	481.5	836.5	955.5	1209.5	1112.25	1061.0	2179.5	716.0	911.75	633.125	568.3	717.9	871.75	907.0	1015.6666666666666	809.6428571428571	987.5	656.0	718.0	785.8333333333334	713.75	873.0	727.125	686.25	592.5	599.4	794.3333333333334	1037.0	727.75	779.5	679.8333333333334	597.1428571428571	743.6666666666666	745.375	815.0	796.5	1358.0
Capryloylglycine	1073.5	1245.5	1824.0	1626.0	1505.5	2608.125	1872.0	1486.5	1312.0	1875.75	1093.375	1970.3	2556.6	1325.75	1375.125	830.6666666666666	1150.2857142857142	1767.5	1323.5	1431.5	1268.6666666666667	1277.75	1274.5	1216.0	1502.5	1474.5	1268.1	1186.3333333333333	1732.0	1003.0	1857.5	1106.5	1544.0	1254.8333333333333	2194.25	1349.4166666666667	1206.0	1058.0
Galactitol	3337.5	2068.25	2432.0	3664.5	3724.5	3741.625	2645.0	2105.25	6820.0	4180.5	2312.75	3057.1	3886.3	2614.5	3103.125	1937.0	2191.9285714285716	4800.0	1978.5	2609.5	2360.6666666666665	3127.25	2411.5	2741.875	2319.0	5008.5	2720.2	3361.8333333333335	6726.0	2875.25	2793.0	1706.0	3340.8571428571427	2282.6666666666665	3619.5	3250.5	2259.25	2647.0
Sebacic.acid	8706.0	8695.5	14140.5	10291.5	17291.0	10848.75	8883.5	12383.5	16132.5	15484.25	8711.125	19938.0	12159.3	10465.5	10808.0	10788.333333333334	8723.42857142857	12665.5	10374.0	12566.0	8885.166666666666	13929.75	15314.5	13354.125	10166.75	16869.5	13778.1	11104.166666666666	13621.5	11731.0	14909.5	7817.333333333333	15804.0	10323.333333333334	16754.5	13292.583333333334	10872.5	10968.0
L.Acetylcarnitine	6424.0	11775.75	11400.0	7660.5	5428.5	7493.875	5574.0	5773.0	4878.5	5636.5	8726.125	18771.2	10283.3	17362.75	8013.625	5738.0	6674.071428571428	7560.0	15381.5	5952.25	4549.5	8801.5	4061.0	8312.25	14645.5	5907.5	6190.8	7219.666666666667	7708.0	5324.5	12780.666666666666	4994.666666666667	8488.07142857143	7488.833333333333	9217.125	12843.333333333334	8802.0	7823.5
X5.L.Glutamylglycine	10495.5	8440.75	8585.5	12969.0	10216.0	9406.75	9234.0	5227.75	10693.5	7835.75	6643.125	8426.2	10357.1	7410.75	6740.375	7102.0	6490.857142857143	8275.5	7364.5	6640.0	5775.666666666667	8823.75	8179.5	9889.0	7591.25	8260.5	7438.6	7820.333333333333	11454.0	5966.25	8021.833333333333	6861.666666666667	8285.0	6557.666666666667	7596.75	7481.0	6757.0	7011.0
Pantothenol	1557.0	1554.25	1572.0	1176.0	1270.0	2462.25	1311.5	1463.0	4690.5	2811.0	1205.375	2196.3	2407.4	1954.25	2163.25	1119.0	1291.5	2674.5	1421.0	1431.5	1228.5	7465.5	1920.0	1528.375	1167.25	2404.5	2962.7	1802.5	2547.5	1343.25	3321.0	1224.5	1962.5	1915.1666666666667	2012.625	1898.1666666666667	1220.75	1369.0
X.R..lipoic.acid	1693.0	2472.25	4581.5	3026.0	10258.5	5978.125	6123.0	4194.5	4556.5	8730.25	3943.875	2672.8	5665.7	4976.0	4214.5	3913.3333333333335	3678.6428571428573	11498.5	4595.0	3842.25	5099.166666666667	7028.25	5397.0	3978.125	4119.5	4553.0	2929.9	5420.166666666667	7262.0	4216.25	6023.166666666667	5021.166666666667	6816.214285714285	3541.5	3706.5	5121.5	2597.75	6503.5
Ibuprofen	2002.5	5248.0	4021.0	2566.0	4290.5	6369.75	2139.5	4113.5	7914.5	10806.25	7786.625	4659.6	4906.2	5659.5	5160.125	4621.333333333333	5511.5	2149.5	3244.5	3617.75	4352.666666666667	6558.0	4048.5	7726.5	6352.75	7743.0	4456.3	3499.0	9168.0	5966.75	5207.666666666667	4133.0	7932.785714285715	4323.166666666667	5608.75	5455.25	6570.25	4272.5
Phenylpropionylglycine	5227.5	11931.75	7340.5	6950.5	9824.5	6663.625	14554.0	5126.0	15518.0	13540.5	6648.375	4226.3	10039.9	9832.25	4824.375	5175.0	6972.0	9551.5	10076.5	20088.0	7577.833333333333	10466.0	10795.5	6201.625	11460.5	13039.5	5009.8	13190.5	21566.5	13844.5	10026.333333333334	6604.5	7273.214285714285	8263.333333333334	6148.75	7117.25	5998.75	11118.0
X3.Hydroxycapric.acid	2689.0	4193.75	4485.0	4626.5	6130.5	6819.625	3384.0	3838.0	6796.0	11462.0	6142.0	4786.7	5934.6	5153.5	5789.375	4388.5	5109.0	5606.0	4696.0	4347.0	5888.333333333333	6135.25	5982.0	6340.375	5961.0	7633.0	4461.0	5225.833333333333	8590.5	6586.5	4596.0	5505.5	6747.785714285715	5669.333333333333	6539.625	5693.5	7301.25	5490.5
Vanilpyruvic.acid	2594.0	5736.0	23482.5	25270.5	21037.0	24013.5	27530.0	3111.75	11665.5	3613.75	8702.125	6993.0	16692.5	2910.75	13035.5	2127.0	3557.6428571428573	13382.5	4736.0	7843.25	2369.5	26029.5	5883.5	5719.125	2530.75	3878.5	9146.1	9469.666666666666	23997.5	3590.75	15616.666666666666	2354.1666666666665	13696.57142857143	11087.0	14055.125	6704.166666666667	2592.5	19002.0
Indoxyl.sulfate	18274.5	5974.0	8975.0	10375.0	7612.5	17559.75	13403.0	7924.5	5785.0	19692.25	15504.125	9505.1	15553.1	16171.5	14382.75	21210.0	9493.07142857143	12023.0	14627.0	24600.0	15589.333333333334	13939.0	14495.0	8146.25	10121.75	13947.0	9080.7	21927.833333333332	10587.5	13539.75	8913.166666666666	11873.833333333334	10201.714285714286	12422.0	12793.25	17890.25	9915.5	11565.5
Dethiobiotin	1700.0	2519.75	2755.0	3917.5	2595.5	2861.125	3337.5	2066.75	2904.5	3804.0	3531.125	2322.4	3497.0	3411.25	2513.875	3397.6666666666665	3696.0	3777.0	3214.0	3127.75	2525.3333333333335	2935.75	3036.5	3370.375	2812.5	3697.5	2925.9	2979.1666666666665	2999.5	3229.5	2923.8333333333335	2805.0	3246.6428571428573	3179.8333333333335	3203.875	2887.25	3670.25	3712.5
X3.Oxododecanoic.acid	3580.0	3062.5	4263.5	5169.5	5534.0	4500.625	4250.0	3237.75	7636.0	5820.5	2907.375	4182.8	5079.8	3647.5	4319.5	3665.1666666666665	3204.214285714286	7185.0	3977.0	4025.75	3923.8333333333335	4000.5	4340.0	4470.375	3795.5	8948.5	4990.3	4568.833333333333	7770.5	3684.75	4186.166666666667	3128.0	4389.928571428572	3567.5	5695.75	5230.0	4213.5	4137.5
Tridecanoic.acid	12697.5	11252.0	13573.0	20488.5	16656.0	16364.875	12660.0	12708.75	31176.5	27437.5	7988.0	12989.9	32497.5	10878.75	56742.25	21212.166666666668	8207.285714285714	35065.5	10438.5	12451.75	9088.666666666666	12901.5	12803.5	330185.75	9532.0	18487.0	21536.1	13057.0	20107.5	9458.0	18885.0	9251.666666666666	54987.42857142857	13289.166666666666	13550.375	19519.166666666668	9845.25	13675.5
O.Phospho.4.hydroxy.L.threonine	2711.0	1515.0	2159.5	2570.5	2077.5	2295.875	3388.0	1723.0	1717.0	1990.25	2200.875	1752.2	2373.2	2441.0	2013.625	2094.6666666666665	2160.0714285714284	2688.0	2206.5	2130.75	2032.3333333333333	1821.25	2680.5	1672.75	2236.5	2182.0	1760.0	2215.6666666666665	2824.0	2171.25	2081.1666666666665	2272.5	2112.285714285714	2244.1666666666665	2190.625	2646.75	1676.0	3367.0
Glycerylphosphorylethanolamine	59531.5	113657.0	250078.5	174677.0	588054.5	406879.75	2001416.0	87282.5	130418.0	171921.25	303697.125	209184.0	319072.7	303818.25	303868.125	306959.3333333333	417030.5	400745.5	82912.5	550447.5	361079.1666666667	213455.75	658113.5	231495.75	279213.5	153739.0	141611.6	339753.3333333333	226325.5	382287.5	187218.16666666666	736799.8333333334	365015.0	444437.5	314576.75	294644.75	427449.5	2191128.5
N.Nonanoylglycine	1231.0	1303.25	990.5	1669.0	1141.5	1575.25	1794.5	2006.75	1307.0	2090.0	960.625	1673.3	1645.5	1061.0	1339.5	906.5	1148.2857142857142	1896.5	1032.0	2049.0	1205.1666666666667	1202.25	1540.5	2058.0	1182.5	1395.5	1141.6	1159.1666666666667	1132.5	1161.25	1591.0	956.8333333333334	1472.5714285714287	1211.1666666666667	2981.25	1401.0833333333333	967.75	1887.0
Undecanedioic.acid	6088.5	3726.25	4612.5	5996.5	5773.0	6396.125	5876.0	5134.75	8941.0	9133.75	4021.0	6171.0	6884.7	4256.25	5824.0	3851.6666666666665	3553.214285714286	7181.5	3838.5	6133.0	3933.1666666666665	5933.75	5190.5	6181.125	3791.75	9217.0	6023.7	4999.333333333333	7658.0	4896.25	6362.833333333333	3045.0	6816.714285714285	4644.0	8428.75	5685.916666666667	4103.75	5509.0
X3.Hydroxydodecanoic.acid	2936.0	2224.5	3544.5	3348.0	3477.5	3126.25	3570.0	2321.25	3678.5	4563.0	2610.0	2888.1	3876.0	2848.75	3276.25	3104.6666666666665	3321.0	4258.0	3330.5	3591.25	3535.5	3221.5	3690.0	3780.125	3228.75	4450.5	4070.7	2871.5	3643.5	4302.0	3292.8333333333335	3263.8333333333335	3385.785714285714	3242.3333333333335	3641.25	3403.0	4121.5	4162.5
