@format=row	BXD65b	BXD53	BXD100	BXD66	BXD73b	B6D2F1	BXD40	BXD61	BXD51	BXD77	C57BL/6J	BXD67	BXD98	BXD73	BXD70	D2B6F1	BXD89	BXD63	DBA/2J	BXD29	BXD32
X2.Piperidinone	1232.0	1852.5	1565.5	1255.0	1153.0	1449.1666666666667	1318.25	1030.0	1399.5	1100.5	1222.9285714285713	1308.75	1961.5	1256.5	1099.0	1328.5	3405.0	1430.25	1123.0	1247.6666666666667	1527.5
X5.Aminopentanal	1964.5	1247.5	1434.0	1444.0	1442.75	1583.6666666666667	2008.0	1210.0	1164.0	1266.25	1539.7619047619048	1208.0	2125.5	1378.6666666666667	1387.25	1276.8333333333333	1602.0	1620.75	1429.0	1440.3333333333333	2885.75
Valeric.acid	12172.0	9340.5	5243.0	7691.5	5436.0	6030.0	10244.75	6766.0	8094.5	8562.25	7971.5	7840.0	8231.5	7173.166666666667	7327.25	6221.833333333333	9541.5	6058.5	8652.0	6753.5	8263.25
Dimethylglycine	12750.5	168929.5	116351.5	77883.5	93011.5	90879.33333333333	61852.75	98783.5	138687.5	55330.75	66568.76190476191	63511.5	164487.5	82432.0	96270.0	69293.5	109950.5	68746.0	84360.66666666667	70458.5	186869.75
X2.Hydroxybutyric.acid	7407.0	37814.0	31717.0	37822.5	40852.0	48576.333333333336	24844.75	35723.5	67050.0	23277.5	32272.35714285714	30650.0	61673.0	40244.5	41958.25	30913.5	50349.5	26702.25	69174.33333333333	26536.166666666668	78094.0
L.Serine	11742.0	186012.0	29682.5	25123.0	20051.5	32493.833333333332	18859.5	16213.5	14823.5	22678.5	16223.047619047618	16356.0	13465.0	22052.666666666668	14671.0	22733.333333333332	21471.5	31087.25	22357.5	17120.333333333332	22548.25
p.Cresol	7297.0	9519.5	9584.5	6492.5	6671.0	7652.333333333333	8551.0	7514.0	9091.5	7977.0	7695.619047619048	6082.0	9633.5	6330.5	5761.0	6716.0	11307.5	7636.0	7747.333333333333	7835.333333333333	11822.25
Imidazole.4.acetaldehyde	5326.0	16482.5	16238.0	18070.5	12959.0	13133.0	12497.5	12758.0	13271.5	12332.5	12873.02380952381	11363.75	12659.5	12425.0	10457.0	13285.333333333334	13215.0	14030.0	12717.5	14264.0	14598.25
X2.3.Butanediol	1591.5	1332.0	988.5	1021.0	1535.25	1147.1666666666667	2068.25	894.5	1571.5	1176.25	1490.4285714285713	1507.5	1862.0	1299.8333333333333	1164.75	1142.6666666666667	2005.0	1306.0	1554.0	1585.0	1500.75
Pyrrole.2.carboxylic.acid	5219.0	20414.0	11934.5	14920.0	13055.25	12598.833333333334	14035.25	18064.5	19216.0	15260.5	10566.0	15328.0	16890.0	14985.666666666666	11335.25	11133.333333333334	17459.5	19062.0	16041.333333333334	13512.333333333334	15243.5
Histamine	1696.5	15605.0	14770.5	10366.0	9124.25	11738.5	7517.0	8141.0	6455.0	8888.75	7382.476190476191	7255.25	8817.0	11480.666666666666	6433.25	10043.166666666666	10508.5	9485.0	11483.333333333334	9515.333333333334	15639.5
X3.Furoic.acid	13574.0	16500.0	19081.5	15833.0	18543.0	14958.166666666666	16203.75	17283.0	25342.0	16935.5	18382.404761904763	17169.75	16183.5	18840.666666666668	19669.25	17225.833333333332	14721.5	14655.75	23010.666666666668	15567.166666666666	17415.25
Uracil	10715.0	282192.0	47555.5	52761.5	44994.0	47065.166666666664	57809.0	70526.0	101709.5	58409.0	48102.40476190476	64781.75	152921.5	56660.166666666664	44867.25	42213.333333333336	117797.5	80725.5	63964.5	50167.166666666664	64209.75
trans.1.2.Dihydrobenzene.1.2.diol	6401.5	3101.5	2984.5	3673.5	5049.25	3755.1666666666665	5691.75	3509.5	4374.0	4051.75	4773.714285714285	4048.25	5962.0	3761.6666666666665	3305.75	3684.3333333333335	5926.0	3735.75	5760.333333333333	4782.333333333333	3926.25
Creatinine	24056.5	26848.5	46397.0	32314.5	48468.0	43993.666666666664	43375.0	36658.5	38827.0	36388.5	37713.09523809524	40113.0	47151.5	30135.166666666668	37660.5	33722.666666666664	42377.0	26604.25	29351.666666666668	37242.333333333336	38005.5
Dihydrouracil	7906.5	64846.5	14480.0	16008.0	11827.5	16051.166666666666	10757.0	12015.0	13878.5	12470.0	10612.57142857143	9776.0	13647.5	13235.833333333334	9076.25	12891.666666666666	11380.0	13658.5	12702.333333333334	11261.0	12456.5
Delta.Hexanolactone	2751.5	2647.0	1749.0	2046.5	1985.0	1975.1666666666667	4710.5	2127.0	3109.5	2269.25	2273.904761904762	2720.5	3701.5	2207.5	2481.0	2032.1666666666667	2992.5	1748.25	2957.0	2193.6666666666665	3228.0
X3.Amino.2.piperidone	699.5	1899.0	1361.0	1658.0	924.25	979.0	1482.5	1016.0	1348.0	978.0	984.0	844.25	1188.0	1255.0	906.5	1196.3333333333333	817.0	1329.5	1630.0	924.1666666666666	1930.75
L.Proline	28565.0	471472.5	86349.0	87034.5	57180.5	159233.16666666666	93897.0	71480.5	123828.5	58362.25	63749.833333333336	58751.0	451089.5	66944.16666666667	57463.0	73080.16666666667	348948.5	82645.75	73516.33333333333	65686.66666666667	155498.75
Fumaric.acid	9944.0	151773.5	121776.5	143580.5	91862.0	68401.33333333333	75686.75	97790.0	45530.0	152099.75	75199.26190476191	129250.75	145490.0	86883.66666666667	110169.5	102808.83333333333	73978.5	104848.0	132806.33333333334	99895.16666666667	150921.5
Alpha.ketoisovaleric.acid	9870.5	12824.0	7319.0	8221.5	7846.75	7472.5	8955.0	6480.0	7404.0	5950.25	7282.738095238095	9245.25	8802.5	7550.333333333333	5975.25	7075.166666666667	8791.0	6239.5	7192.0	6163.0	6470.0
Caproic.acid	12712.0	6155.5	5903.5	10372.0	9479.5	8689.333333333334	11037.0	7400.5	14650.5	10511.75	10865.42857142857	10545.25	13700.0	8582.666666666666	9827.25	8672.666666666666	16023.5	7388.5	10326.666666666666	11335.833333333334	7719.0
L.Aspartate.semialdehyde	2300.5	7228.5	6819.0	5135.0	9732.25	7537.833333333333	4923.5	5848.5	10404.5	5080.25	6037.928571428572	4562.5	15741.0	5621.333333333333	5150.75	5839.5	11909.0	5511.75	4803.5	6539.333333333333	5626.75
L.Valine	47076.5	788439.0	143835.0	167139.5	104638.5	157635.5	149346.0	121211.5	148010.0	101693.25	115526.02380952382	122433.5	741888.0	114381.5	87461.25	136681.33333333334	302893.0	128807.0	123292.5	135758.16666666666	202580.0
Methylmalonic.acid	33400.5	91708.0	345129.0	526427.0	412777.25	456697.6666666667	258991.75	333712.0	449123.5	444981.25	240321.2857142857	397811.0	978160.0	350845.6666666667	302900.0	454171.0	571121.5	345320.5	502766.5	468316.3333333333	478588.0
X2.Hydroxy.3.methylbutyric.acid	2691.5	7875.5	7859.0	6614.0	10772.25	10396.333333333334	5309.75	5316.5	5978.0	4669.5	8593.52380952381	4186.5	7038.0	6133.166666666667	5305.25	7532.5	6716.0	4334.5	9953.666666666666	5600.833333333333	12126.75
L.Threonine	5932.0	201690.0	39324.0	34955.0	27493.25	42504.666666666664	26595.0	23094.5	28783.0	25998.0	20780.309523809523	22117.0	66807.5	25213.666666666668	19158.5	26961.833333333332	53122.0	47429.5	27071.833333333332	24785.166666666668	35039.75
X3.Methylthiopropionic.acid	7617.0	4802.5	4726.0	5520.5	5221.5	4595.5	6312.5	4827.5	4351.5	5437.75	5515.380952380952	4928.75	4341.5	5208.833333333333	5157.75	4833.666666666667	4636.5	4550.0	5138.833333333333	5349.0	4734.75
X4.Hydroxystyrene	9408.5	27395.5	7670.5	9320.0	7640.25	9736.5	8660.25	6553.0	12074.0	8855.75	10017.619047619048	8034.25	15372.0	8855.833333333334	7124.25	7826.666666666667	13433.0	9185.25	9040.5	7558.166666666667	16754.5
Niacinamide	10559.5	43510.5	26711.5	27534.5	25765.75	34222.5	34154.5	25191.5	29173.5	17731.75	18985.785714285714	31787.0	21620.5	25631.5	16760.25	31934.333333333332	32140.0	31393.0	25172.5	23719.666666666668	23642.75
Nicotinic.acid	5656.5	10265.5	6658.0	7370.0	6756.25	7973.833333333333	8063.75	7386.5	9288.5	6465.0	7178.238095238095	6995.75	15682.0	7444.166666666667	5803.5	7029.166666666667	11653.5	7390.75	7101.5	7038.0	7580.75
X2.Hydroxyethanesulfonate	27180.0	33575.5	81635.5	105086.5	38112.0	55798.333333333336	59538.25	60972.0	56314.5	79430.5	65712.97619047618	69744.0	49705.5	67612.5	82137.75	70555.66666666667	39075.0	43766.25	64362.333333333336	84456.0	63747.0
D.1.Piperideine.2.carboxylic.acid	3362.0	8698.0	6242.5	5649.5	5607.25	6144.0	5196.5	4401.5	9173.5	3589.0	4777.047619047619	4135.0	21527.5	4086.6666666666665	4080.5	5034.0	11240.5	3923.5	3875.8333333333335	4492.333333333333	4857.0
Dihydrothymine	27651.0	194201.0	177968.5	201065.5	126351.5	127649.33333333333	116359.25	125268.0	156429.5	120222.5	127677.42857142857	117865.75	131186.0	118248.5	98045.5	135901.83333333334	132499.0	139327.75	129064.0	150407.66666666666	154137.25
Pyroglutamic.acid	94984.0	838541.0	394935.0	307908.5	276591.5	303547.6666666667	238274.25	299411.0	434875.5	216530.5	262782.2619047619	299186.25	524212.0	272281.1666666667	270183.25	290692.0	492093.5	279714.0	288454.0	316296.3333333333	333971.0
Pipecolic.acid	2732.5	4469.0	4621.0	4047.5	4756.75	5762.166666666667	4735.5	3838.0	6247.5	4271.25	4469.071428571428	4126.25	10003.0	3861.1666666666665	3750.5	4002.3333333333335	5693.0	4411.0	5252.5	4276.333333333333	8850.5
Heptanoic.acid	8043.5	2893.0	2944.0	4733.0	4128.25	4101.0	5597.25	3912.0	4937.5	4572.25	5022.047619047619	4523.25	5118.0	4105.833333333333	4283.25	3988.8333333333335	5470.5	3901.25	4620.5	4476.833333333333	4273.25
Hydroxyproline	2752.5	21843.0	13102.0	8367.0	11215.5	14696.333333333334	8270.25	8449.5	12177.5	10278.5	7164.047619047619	6937.5	31753.0	6833.0	9199.75	9472.0	19644.5	7562.25	10003.5	8867.333333333334	17067.75
Creatine	2282.5	12537.0	6934.5	6343.0	8934.75	8731.166666666666	7235.75	6053.5	9142.5	13465.0	5870.261904761905	7270.5	13928.5	9056.166666666666	8262.5	5693.666666666667	7773.5	6069.0	10202.833333333334	13926.833333333334	11910.25
L.Leucine	109596.5	3277657.5	385269.5	473450.5	318093.0	399552.3333333333	426750.25	337687.5	514103.0	319208.25	371785.04761904763	407122.75	2018975.0	324064.0	255280.0	366129.8333333333	982224.5	346597.75	380618.1666666667	363713.1666666667	571752.0
Ethylmalonic.acid	9154.5	51127.0	41928.0	25711.0	25655.25	27508.666666666668	28241.75	28631.5	45868.5	20348.75	21778.85714285714	23159.75	47685.5	29544.666666666668	21072.25	29818.666666666668	38710.0	27650.75	28822.666666666668	20531.333333333332	42677.0
L.Asparagine	3378.5	235599.5	21004.0	23616.0	15576.75	23883.166666666668	16965.5	18047.0	18777.5	17172.0	14422.785714285714	15422.25	18629.5	17250.666666666668	14475.75	17716.833333333332	17610.5	21684.25	18296.666666666668	16948.833333333332	24780.75
X2.Hydroxy.3.methylpentanoic.acid	3967.5	7082.0	3234.0	4180.0	5252.5	4021.1666666666665	3951.5	3173.5	6289.0	3321.5	4541.571428571428	3721.5	14037.5	4029.1666666666665	3293.25	2958.6666666666665	13595.5	3315.0	4679.666666666667	3515.6666666666665	7593.25
L.Aspartic.acid	10730.0	352747.0	134898.5	67481.5	100746.0	164477.16666666666	52888.5	100881.5	197346.0	48899.0	66894.02380952382	58940.75	118782.0	90635.83333333333	67391.0	113267.33333333333	147287.5	75920.5	62310.5	107116.16666666667	121108.0
L.Malic.acid	36981.5	1051608.5	526910.0	478576.5	529970.75	425449.3333333333	149089.25	389801.0	292132.0	227154.25	237734.47619047618	193350.0	540804.0	430947.3333333333	315898.75	397840.3333333333	414205.5	304422.75	306825.8333333333	386904.6666666667	535754.75
Deoxyribose	2595.5	5312.0	2494.5	2771.5	2254.25	3308.0	2986.75	2226.0	2754.5	2389.0	2356.904761904762	2191.25	6098.5	2242.0	2133.5	2563.0	3899.5	2646.75	2735.0	2346.6666666666665	3603.75
Adenine	143633.5	79277.5	1654891.5	945098.5	1141497.25	1001318.5	1094725.0	3105842.5	2223607.0	936506.25	513092.2380952381	585519.25	3347682.5	1561114.0	854132.5	953507.8333333334	2563645.5	1598329.0	2446798.8333333335	1822904.3333333333	865637.75
X.R..Amphetamine	243.0	339.0	1638.0	807.0	1017.0	847.3333333333334	1270.25	7382.5	3268.0	792.5	538.1904761904761	584.0	8689.0	1882.0	787.25	790.5	4886.0	2081.25	6177.5	2506.0	1072.25
X2.Methylerythritol	1058.5	3169.0	2854.5	2500.0	2331.5	2425.8333333333335	2597.0	5138.5	5008.5	1880.75	1537.452380952381	2081.25	6137.0	3623.6666666666665	2252.25	2345.1666666666665	4525.0	3662.75	4825.166666666667	2958.5	2510.0
Tyramine	1074.0	2097.5	1489.5	1676.0	1536.5	1603.8333333333333	1868.75	1788.5	26793.5	1279.5	1678.2619047619048	1610.0	195777.0	1536.0	2365.25	1434.1666666666667	74296.5	1297.25	1793.1666666666667	2445.3333333333335	1965.0
X3.4.Dihydroxybenzylamine	7019.0	26843.5	8731.0	7440.0	8658.5	9202.166666666666	9790.25	7929.5	18710.5	7781.5	8717.666666666666	9418.0	12096.5	7977.166666666667	11204.5	8191.833333333333	13585.0	7194.5	8748.166666666666	7989.833333333333	11360.0
O.Phosphoethanolamine	16252.5	56807.0	35779.5	29463.0	58802.75	69805.66666666667	28037.25	50031.5	49562.0	35487.75	30069.119047619046	33304.25	52672.5	32488.0	52231.25	30196.5	23833.0	28636.5	58633.333333333336	32816.666666666664	108925.75
L.Histidinol	907.0	1489.5	1671.5	627.0	1567.25	1341.0	818.25	570.5	1033.0	829.5	765.1190476190476	858.0	1174.5	790.3333333333334	885.25	1097.0	892.5	902.75	711.5	1900.8333333333333	657.0
cis.cis.Muconic.acid	271214.0	123589.5	137623.5	157463.5	149022.25	154686.66666666666	192783.75	139421.0	137352.0	151422.75	167545.66666666666	152877.25	147408.0	147673.83333333334	160104.5	151979.0	150544.5	134603.25	159575.83333333334	150313.16666666666	146304.0
X2.Octenoic.acid	5457.0	3469.0	3575.0	3983.0	4879.0	3813.6666666666665	5308.5	2591.5	5185.0	3993.0	4559.285714285715	4126.0	5742.0	3948.8333333333335	4665.0	3675.3333333333335	5620.5	3768.0	5253.5	4860.833333333333	4391.5
Vinylacetylglycine	3170.0	7511.5	10424.0	5473.0	8129.5	9882.333333333334	5762.5	6728.5	10947.0	4464.0	8995.57142857143	12521.0	22292.5	7987.0	12176.5	6999.666666666667	53785.0	9735.75	5811.0	7445.5	8854.75
X3.Hexenedioic.acid	22083.5	100876.5	46207.5	56563.5	43210.25	46065.833333333336	39214.25	29121.0	36374.5	41452.5	39250.166666666664	56391.0	47054.0	50358.0	27686.0	46985.166666666664	35527.0	41923.0	39801.5	36326.833333333336	32813.75
X4.Hydroxycyclohexylcarboxylic.acid	6979.0	4909.5	2635.0	3994.5	3824.5	3350.8333333333335	7604.0	3407.5	4967.0	4562.0	4948.9047619047615	4272.0	5099.0	4251.666666666667	4022.0	3880.8333333333335	6183.5	3831.5	5800.833333333333	4676.0	5198.75
Caprylic.acid	23633.5	8136.0	6197.5	13301.5	8810.25	8875.333333333334	13101.75	8779.5	10319.5	10038.75	14131.619047619048	8683.25	11778.5	9750.666666666666	11038.75	8972.0	9516.5	8666.5	11607.666666666666	9456.333333333334	9289.0
X0	1171.5	6452.0	1109.5	1143.0	1272.0	1058.8333333333333	1117.25	832.0	1506.5	865.0	1131.404761904762	1126.25	2507.5	902.6666666666666	1262.5	1127.3333333333333	1316.0	1133.25	1181.8333333333333	841.8333333333334	1204.5
X2.Keto.glutaramic.acid	979.5	3113.0	2025.0	1469.5	2026.0	2372.5	1302.5	1691.5	6590.5	1074.75	1443.7619047619048	1630.25	1742.0	3387.0	2846.25	1740.5	2783.0	2153.75	1507.5	1888.8333333333333	2126.25
Allysine	6883.5	11784.5	13165.0	15670.0	11959.25	11659.166666666666	20799.25	8888.5	11410.0	12310.0	12744.761904761905	15726.25	29610.0	10873.5	10103.25	12073.833333333334	16323.5	13087.0	11515.0	16219.833333333334	27962.0
X3.Dehydroxycarnitine	1149.5	1350.5	1577.0	1196.5	1469.75	1773.5	2200.0	1258.0	1322.5	1431.0	1213.6190476190477	1403.25	1849.0	2036.3333333333333	1531.25	1651.0	1540.5	2155.5	1467.6666666666667	1461.3333333333333	1920.0
Oxoglutaric.acid	2769.5	14773.0	29809.0	20392.5	23028.5	15880.333333333334	15200.25	24955.0	14185.5	37412.75	15852.119047619048	39258.75	23808.0	14521.166666666666	18167.0	18397.5	21805.0	20792.75	73277.83333333333	27386.666666666668	69252.75
Coumarin	1625.5	2039.0	2266.0	2966.0	2605.0	2472.0	2330.25	2644.5	3285.0	2904.75	2216.5	3025.0	2301.0	2191.8333333333335	2842.25	2035.3333333333333	2432.0	2371.25	5218.833333333333	2451.3333333333335	4400.5
L.Glutamine	136359.0	1546788.0	1412996.5	1567616.0	950309.5	993536.6666666666	894100.75	1026991.0	1218304.0	932661.0	1013501.9761904762	916300.5	948042.5	917015.0	776822.5	1072350.6666666667	1037987.5	1103491.0	1016123.1666666666	1210281.5	1223648.25
L.Lysine	63567.5	958207.5	394404.5	184532.5	175279.75	300220.1666666667	167366.75	167324.5	166058.5	150748.5	124859.28571428571	148975.75	473310.5	165197.33333333334	131150.75	141967.33333333334	443250.0	314263.75	183461.16666666666	167227.66666666666	587087.5
Indole.5.6.quinone	90365.5	56544.5	45251.5	60632.5	51391.25	52769.0	69007.25	47933.5	54036.0	57083.5	59144.619047619046	51401.25	55411.5	54332.5	53262.75	54585.5	56594.5	48955.0	57370.5	52348.5	58988.25
L.Glutamic.acid	27254.0	919027.5	466198.5	327856.5	399941.75	426848.5	228545.75	413942.5	708204.5	196377.5	251483.64285714287	207378.0	398466.0	263816.1666666667	372747.75	306262.0	345852.5	276003.5	324493.1666666667	280803.1666666667	593815.5
D.2.Hydroxyglutaric.acid	15828.5	49463.5	55652.0	38878.5	36028.5	25045.0	38781.25	29491.0	67858.5	33464.0	30385.5	30457.25	119570.5	33250.333333333336	45107.5	23564.333333333332	134233.5	24970.0	41441.666666666664	46269.166666666664	30382.25
Mevalonic.acid	2892.0	18248.5	13334.5	13638.0	9599.25	10359.166666666666	10237.0	9431.0	13600.0	9082.5	9339.214285714286	9636.0	20432.5	9189.5	8273.0	10001.333333333334	15379.5	11357.0	10804.0	10707.833333333334	14534.5
L.Methionine	3442.5	187633.5	11402.5	15127.0	11026.75	15348.166666666666	11037.0	11060.0	17933.0	10441.5	9873.595238095239	13072.5	50576.0	9038.666666666666	9659.75	10414.833333333334	36745.0	13234.5	13217.666666666666	10023.666666666666	22162.0
Tartaric.acid	5840.5	2591.0	36583.0	2951.5	1531.25	4952.5	3694.25	9411.0	3994.5	2460.0	2798.4523809523807	1967.5	1913.0	2219.6666666666665	4190.5	2970.6666666666665	36281.5	7698.5	3258.5	2315.3333333333335	2364.75
D.Ribose	3786.5	32314.0	12695.5	17424.5	10461.25	13245.666666666666	12869.0	11745.5	16565.0	11497.0	10876.738095238095	10766.0	21868.0	11881.5	8229.5	13319.833333333334	16228.0	15033.5	11971.666666666666	9934.5	17985.0
X.....S..Carvone	5362.0	3197.0	3617.5	3437.0	4499.75	3583.5	4302.75	3292.5	4350.5	3328.75	4639.857142857143	3824.0	4994.5	3975.0	3795.5	3527.0	5042.5	3511.25	3633.5	4593.5	3540.75
Acetaminophen	7907.0	7390.5	5961.5	7044.5	6085.0	6842.5	7145.0	5707.0	7387.5	5472.75	6456.976190476191	6017.75	7601.5	6859.333333333333	5840.5	6401.166666666667	7602.0	5648.0	6170.833333333333	5850.833333333333	6838.25
Xanthine	26183.5	5871578.5	151349.5	383047.5	304796.0	350715.0	280255.0	624451.0	424322.5	262398.0	203472.5	507909.75	342204.0	359231.1666666667	275705.0	228490.33333333334	270543.0	596768.25	568860.3333333334	194261.16666666666	687670.25
p.Hydroxyphenylacetic.acid	6633.5	319238.5	8565.0	17798.5	13743.5	15299.0	14288.5	26352.0	19578.5	14451.75	11224.880952380952	24645.25	16129.5	16432.0	12945.0	10971.833333333334	12876.5	26410.0	26274.0	10658.833333333334	32847.75
Alpha.Pinene.oxide	1391.5	7213.0	2127.0	1994.0	3245.75	2747.0	3568.75	1983.0	3788.0	2048.0	2908.785714285714	4083.0	4301.5	3403.0	2391.5	2382.3333333333335	5506.0	3192.75	3732.1666666666665	3546.0	2716.5
X3.Hydroxyanthranilic.acid	5496.0	62043.5	6763.0	10158.0	8186.25	9003.333333333334	10252.25	13024.0	14107.5	9355.75	7773.333333333333	11771.25	11431.0	10751.833333333334	8351.0	7577.666666666667	11303.0	12926.0	12636.5	8207.0	13720.5
N.Acetylhistamine	1848.0	1378.0	1489.5	1275.5	1420.25	1579.3333333333333	1082.25	1019.5	1133.5	998.75	1091.7619047619048	915.0	1759.0	943.6666666666666	913.25	1304.5	1336.0	1307.25	1489.3333333333333	1462.0	1521.5
L.Canaline	2394.0	5345.5	6560.5	15798.5	4571.5	5864.0	10291.75	3750.5	4465.5	6105.5	8148.642857142857	4284.0	6970.0	5696.0	4455.0	7151.166666666667	6420.5	8953.0	4952.0	5359.833333333333	4218.75
L.Histidine	43750.5	599524.0	465233.0	318040.5	245035.25	393005.0	245006.25	270790.5	231080.5	274839.0	241099.14285714287	255975.25	322608.5	344907.8333333333	217763.75	303233.0	382342.0	336726.0	330708.5	299868.5	551444.5
Imidazolelactic.acid	1839.5	3473.5	6692.0	6211.5	6853.5	6429.5	5991.75	4099.0	4506.5	5447.0	9359.380952380952	5450.5	10402.0	4463.0	9694.0	7680.5	10966.0	7028.75	9871.166666666666	6049.666666666667	12505.25
X4.Hydroxynonenal	6210.0	3794.0	3723.0	3212.5	6389.75	3875.3333333333335	5623.75	3822.0	6972.0	3870.75	5325.071428571428	5274.0	6739.5	4828.0	4383.5	4087.6666666666665	8563.5	4412.0	5353.5	5727.333333333333	4900.5
X2.Aminomuconic.acid	1100.0	2424.5	2359.5	2349.5	2333.25	2237.5	2219.25	1915.5	3617.5	2136.75	1857.2857142857142	1701.5	5963.0	2397.0	1876.0	2137.0	5660.0	2241.0	2621.1666666666665	2558.8333333333335	2014.75
Tiglylglycine	1909.5	6837.5	5318.5	5368.0	4577.75	5020.166666666667	5440.25	4121.0	4701.0	3877.0	4702.238095238095	4228.5	7270.0	5139.333333333333	3854.25	4615.166666666667	5969.5	4665.25	4691.0	5321.0	6621.0
Allantoin	3801.5	28111.5	13372.5	12773.5	10695.0	19838.666666666668	13084.0	17064.0	22317.5	20024.25	18978.380952380954	13625.0	16686.5	18622.833333333332	17702.0	13420.833333333334	14817.5	13125.25	17254.333333333332	15874.0	61493.5
Isopropylmaleate	3236.5	4352.0	3072.0	3962.5	3803.5	3972.5	5520.25	5e3	6620.0	5090.25	3559.9285714285716	4963.0	6967.0	4244.5	5277.5	4131.0	4054.0	2777.75	5311.666666666667	4817.333333333333	7919.75
X3.Oxooctanoic.acid	21453.0	6542.0	6402.0	11130.0	7747.0	6706.666666666667	15986.0	7530.5	9125.5	8537.75	10278.261904761905	8083.75	9596.5	8986.333333333334	8986.5	7619.666666666667	11798.5	7207.5	10617.833333333334	9261.0	10695.75
Oenanthic.ether	75985.0	13347.5	20616.0	29199.5	22562.5	28499.166666666668	33272.5	23488.5	28251.5	22377.25	34841.333333333336	22226.75	31310.0	25112.5	34555.25	22743.666666666668	24627.0	24052.25	20213.833333333332	26285.5	20942.25
X2.Methylbutyrylglycine	4115.0	10704.5	4827.0	11075.0	7643.25	9476.666666666666	17660.75	8488.5	19603.5	13126.5	9840.095238095239	14110.0	92719.0	9632.5	7882.0	8283.166666666666	46724.5	8241.0	9362.5	15805.333333333334	16911.25
DL.2.Aminooctanoic.acid	1043.0	898.5	732.5	618.5	740.25	732.6666666666666	894.25	798.0	1187.5	977.0	737.452380952381	614.75	2434.5	812.6666666666666	1167.5	657.6666666666666	1690.5	641.0	868.3333333333334	705.5	1057.25
Oxoadipic.acid	6020.5	7425.5	7251.5	8359.0	8255.25	7390.333333333333	6302.25	5510.5	6361.5	5474.25	6041.333333333333	5925.5	6446.0	8363.166666666666	4780.5	6397.5	6669.5	5182.0	5622.5	5452.0	5458.0
Methylimidazoleacetic.acid	2373.5	2275.0	2675.0	2499.5	2607.0	2791.0	2602.5	2731.0	2827.0	1874.25	2285.404761904762	2524.75	3863.0	2234.5	2066.5	2573.8333333333335	2886.5	2287.75	2014.3333333333333	2277.6666666666665	2351.75
X3.Methyladipic.acid	7453.0	4615.0	5062.5	5572.5	3686.25	4095.6666666666665	10844.5	4752.0	6790.0	5097.25	5714.190476190476	5929.0	11067.5	5623.5	4995.25	4751.333333333333	7140.0	4173.25	6526.166666666667	4357.333333333333	7967.0
D.Alanyl.D.alanine	1870.0	13786.0	3356.0	2669.0	4933.0	2521.6666666666665	3238.5	2003.0	5511.0	2611.5	2518.595238095238	3429.25	6085.0	2851.3333333333335	3002.75	2921.8333333333335	4343.0	3725.0	2817.6666666666665	2441.1666666666665	3457.5
X7.Hydroxyoctanoic.acid	6224.0	4106.5	2668.5	4427.5	2767.0	2508.8333333333335	4876.75	3050.0	3693.0	3463.25	5515.071428571428	3333.0	3919.0	3686.6666666666665	3714.25	2734.5	3276.5	3291.0	4005.6666666666665	3798.6666666666665	4629.0
N.6..Methyllysine	1740.5	5803.5	6005.5	7352.5	4743.5	2484.6666666666665	3197.5	4764.5	4612.0	1459.5	2056.0476190476193	1279.5	1851.0	4397.666666666667	5246.0	1352.0	3019.0	2571.5	1839.1666666666667	3753.3333333333335	2920.5
X4.6.Dihydroxyquinoline	4716.5	8126.5	6218.0	6437.0	5991.75	6037.833333333333	6138.25	5021.5	5281.5	5152.75	5146.785714285715	4912.5	8128.5	10260.833333333334	4921.75	5409.166666666667	7376.5	5731.0	5694.0	4996.166666666667	7000.25
X2.Hydroxyadipic.acid	30832.0	485130.0	87634.0	105702.0	79283.0	84167.5	74346.25	50603.5	76269.5	91108.75	85475.85714285714	285374.25	77066.5	126501.33333333333	59372.5	84401.83333333333	78059.5	98228.25	81810.0	70806.5	70337.0
X4..3.Pyridyl..3.butenoic.acid	2344.5	6710.5	3484.5	3331.5	4192.5	3694.1666666666665	3114.0	2535.5	3939.0	2712.75	3086.2619047619046	4356.5	4078.0	5391.833333333333	3543.25	3047.1666666666665	3334.0	3038.25	3012.3333333333335	3285.3333333333335	3343.5
Phenylpyruvic.acid	20087.0	21256.5	5838.5	10741.5	7484.5	10368.5	12886.0	7373.5	10136.0	9542.75	11773.857142857143	10242.25	8503.0	9532.166666666666	9266.0	8555.166666666666	11026.5	8571.5	10648.833333333334	8664.833333333334	13967.5
L.Fucose	12213.0	16947.5	15915.0	16426.0	15486.0	17615.166666666668	16202.75	17420.5	19013.5	12670.0	17317.928571428572	11374.0	17717.5	13729.666666666666	16452.0	16588.333333333332	15437.5	18091.5	14326.833333333334	13309.333333333334	14556.5
Kynuramine	1325.0	1444.5	1081.5	1057.0	1117.25	1093.0	1216.5	1120.0	1429.5	958.0	1281.357142857143	1165.5	1964.0	906.3333333333334	1130.5	1098.0	1605.5	1222.0	1183.5	1007.0	1232.5
Methionine.sulfoxide	4110.0	15997.0	5281.0	4039.0	4634.0	4627.166666666667	23052.25	6011.5	8613.5	7060.5	5621.809523809524	6981.25	7129.0	17130.666666666668	7125.25	15311.5	8043.5	6023.75	15215.166666666666	6106.333333333333	14714.0
