@format=row	D2B6F1	BXD48	BXD44	BXD51	BXD86	BXD77	BXD9	BXD65	BXD60	BXD50	BXD40	BXD43	BXD24	BXD89	BXD63	BXD45	BXD69	BXD64	BXD27	BXD95	BXD102	BXD34	BXD100	BXD70	BXD101	DBA/2J	BXD84	BXD62	BXD65b	BXD87	BXD98	C57BL/6J	B6D2F1	BXD73b	BXD29	BXD32	BXD48a	BXD90	BXD61	BXD79	BXD66
D.Ribulose.5.phosphate	69940.25	34565.0	42071.0	64265.25	40304.75	48605.333333333336	35841.5	45451.75	24513.75	59755.5	45859.0	24189.5	23750.5	56100.75	42706.0	56670.0	27337.75	34179.25	31232.75	38537.25	33667.75	53683.0	43778.75	38933.0	40593.333333333336	46069.833333333336	35253.5	48106.5	51687.125	69417.75	50859.75	34769.6	34882.083333333336	36666.75	37884.375	46879.5	40587.0	42754.166666666664	42287.75	44899.0	51948.5
Sedoheptulose	3200.125	22711.0	5169.0	2600.0	2409.25	2149.3333333333335	2847.25	3425.0	4027.25	2914.0	5630.5	2130.6666666666665	17984.0	2868.0	4171.0	1911.5	2575.5	2018.0	3456.5	2117.25	3320.25	3481.0	3027.75	4168.5	2059.0	4868.333333333333	2748.25	2523.75	2361.5	3621.75	3161.25	3588.2	2824.25	2421.0	2961.625	3064.125	2930.875	2587.3333333333335	2181.75	2528.6666666666665	8833.5
Aspartyl.L.proline	6024.5	94433.5	5040.5	7599.5	3983.25	5169.833333333333	4142.5	7534.5	3869.5	4256.0	5507.0	4633.833333333333	36604.0	5887.75	9508.0	6889.5	6653.0	3508.0	4247.5	4690.25	5150.75	4550.0	6480.75	4933.5	5770.5	8052.333333333333	8105.5	6590.25	6021.0	7440.25	6470.5	4590.9	4946.75	5850.0	6160.375	5517.625	4930.625	5442.333333333333	4944.75	8005.0	5754.0
X3.Methoxytyrosine	1645.0	23037.0	1752.5	1755.5	1489.75	2058.8333333333335	1325.75	1677.0	1318.5	5691.0	1707.0	1401.8333333333333	12555.5	1531.5	2475.5	1656.0	1643.25	1401.5	1469.75	1665.25	1583.25	1442.0	1662.5	1727.0	1643.8333333333333	2131.1666666666665	1819.25	1735.0	1490.375	2061.0	1612.75	1621.0	1611.1666666666667	1483.5	1706.125	1640.625	1367.5	1543.3333333333333	1603.25	1699.0	3456.25
X4..Glutamylamino..butanoate	5691.875	53829.0	4384.5	3710.5	3166.75	4233.0	3404.0	5457.5	4278.75	4974.0	5731.0	3788.8333333333335	42413.5	5416.5	3877.0	4588.0	5733.0	3413.5	3928.5	4854.0	4832.25	6171.0	4350.75	4093.5	5218.0	10089.333333333334	5402.75	6608.75	6062.625	7016.75	5319.75	5413.2	4249.0	4415.75	6482.875	6473.625	5270.625	4501.333333333333	6150.25	7770.666666666667	6560.0
Dihydroxycoprostanoic.acid	2415.375	37828.5	2072.0	2421.25	1182.5	1806.1666666666667	1381.75	2775.5	1457.75	1870.5	1902.0	2195.3333333333335	24419.0	2175.5	3047.5	2603.0	2348.0	1253.0	1880.25	2090.25	2103.0	1839.5	2166.75	1486.5	2383.0	3669.0	2444.25	3541.5	3080.625	3745.25	2537.25	2175.3	1898.4166666666667	1909.25	2344.375	2784.875	2849.25	2170.5	2520.25	3438.1666666666665	2221.5
Hydroxypropionylcarnitine	1667.875	14246.0	1307.5	1316.5	893.0	1186.1666666666667	1165.75	1164.0	897.25	1101.5	1466.5	1290.1666666666667	7348.0	1364.5	1682.0	1131.0	2383.75	857.5	1179.75	1005.0	1521.25	1821.5	1747.0	1497.0	1654.1666666666667	2413.1666666666665	1688.0	1339.25	1619.875	2040.0	1404.5	1341.3	1184.75	1776.5	1537.875	1563.75	1448.375	1185.1666666666667	1292.5	2007.6666666666667	1861.25
X5.Sulfosalicylic.acid	20075.125	11629.5	24340.5	23215.75	23202.0	25521.5	21978.0	26068.25	23074.5	19452.5	25337.0	21751.666666666668	39742.5	19643.25	22511.5	18257.0	17199.25	22608.75	21417.5	21882.0	22066.5	20953.0	17009.75	25510.5	20079.0	22208.333333333332	18784.75	21680.25	19292.5	20428.25	23231.5	24077.4	23378.333333333332	17360.75	22050.375	19967.625	21218.75	21547.0	20280.25	18114.666666666668	21611.5
Dihydrobiopterin	5410.0	56272.5	5983.5	4971.0	6517.25	4008.3333333333335	5308.75	4477.75	5268.0	4365.0	5024.0	4411.666666666667	11177.0	5176.0	5274.0	4430.0	6197.0	4825.75	7035.75	5324.5	7822.5	10232.5	6600.5	4951.5	4280.5	8800.333333333334	8325.75	6534.5	3972.75	6805.0	5528.75	7570.0	5286.75	12051.75	5569.75	4905.5	5029.25	7071.5	4213.25	5798.166666666667	7386.5
Anserine	5059.125	11509.0	4209.0	2102.5	2428.5	2549.8333333333335	2462.5	3616.25	2701.0	3631.0	3405.0	3115.0	4073.5	3093.0	3545.0	3064.0	6743.75	1382.25	3051.75	3269.25	2939.125	2091.5	3452.75	2874.0	2267.6666666666665	5165.166666666667	1896.0	4280.5	3051.625	2434.5	2507.0	3221.5	3953.9166666666665	3033.0	3241.5	3297.75	3987.375	3537.3333333333335	2782.5	3381.1666666666665	8229.75
X3.Oxotetradecanoic.acid	4297.375	8771.0	5459.0	4296.75	4392.75	3284.0	3855.75	4266.5	4500.0	4701.5	5528.0	4441.833333333333	4268.0	4272.75	3912.5	4258.0	7191.0	3740.75	6379.75	4637.5	3880.0	4846.5	3288.25	5241.0	4081.6666666666665	5306.0	4754.75	4839.25	3644.0	5514.5	4807.25	7415.4	4665.0	4007.5	5610.75	4083.0	6070.75	4889.5	4897.75	6563.0	40879.75
Pentadecanoic.acid	124426.75	45613.0	163243.5	87259.75	102482.5	88220.83333333333	99967.5	92283.75	135060.5	98529.0	148543.0	98514.0	71192.0	123431.75	80217.5	101938.0	303542.0	107495.0	108848.0	118604.25	138709.75	141428.5	77397.25	199998.0	102590.5	124777.16666666667	157150.5	107114.25	89859.625	117718.5	121441.75	175530.3	172460.41666666666	125792.0	155481.25	94434.75	108803.0	121674.0	146018.5	172091.0	201782.5
Tiglylcarnitine	1564.375	54713.0	1649.0	1319.75	1383.75	1441.3333333333333	1812.75	1563.25	1630.75	1772.0	3752.0	1526.5	5670.0	1653.75	1798.5	980.0	1737.75	1085.75	1700.25	1335.5	2566.125	2071.0	1699.5	3690.0	1278.6666666666667	2738.8333333333335	1634.5	1321.5	1145.375	1672.5	1319.0	2038.0	1626.25	1362.75	1663.25	1395.25	1235.5	1329.0	1258.5	1283.1666666666667	3703.0
N.Undecanoylglycine	16764.75	7516.5	7939.0	9510.75	13526.0	12028.5	21632.25	14275.5	17518.75	6158.0	9881.5	14880.666666666666	5921.0	24899.25	8296.0	7656.0	35303.75	11922.0	16220.5	15285.75	7656.75	16842.5	10610.5	15493.0	10034.0	8894.0	16190.0	8915.75	9759.375	9635.0	16387.0	44101.8	12609.166666666666	12004.0	20221.75	10206.75	16307.375	21210.166666666668	9064.25	23852.0	75613.0
Uridine	177447.625	410087.5	213873.0	173722.75	159237.5	187801.33333333334	191348.0	100918.0	109226.5	115616.0	196224.5	83518.0	178589.5	294186.25	160584.0	191023.5	144326.25	132162.5	140046.5	95881.0	110773.375	174319.0	112269.25	101510.5	139639.83333333334	246925.66666666666	149231.5	187670.75	216225.25	228727.0	149877.0	125152.1	121599.08333333333	88769.25	143062.125	187494.75	125015.625	194814.5	209304.0	128952.66666666667	165780.5
X1.11.Undecanedicarboxylic.acid	5862.25	11571.0	8492.5	4108.5	5226.5	4474.5	5935.5	4578.5	6701.75	6087.5	8068.0	5641.0	4664.0	5568.0	4282.0	3893.0	7980.5	4115.75	7071.75	5125.0	4651.5	5619.5	3717.75	7322.0	4279.5	6108.333333333333	5811.0	5323.5	3343.25	4932.25	5159.75	13600.6	5673.5	4211.5	6442.75	4101.875	13935.625	6221.5	4821.0	6108.333333333333	113949.5
Gamma.CEHC	4513.625	22049.5	5427.0	3754.75	3252.5	2001.3333333333333	2754.0	3246.0	2251.5	2415.0	1869.5	3283.8333333333335	21927.0	3791.75	4203.0	2621.5	3477.75	2362.0	5748.25	3726.0	4883.25	7845.0	4813.0	2491.5	2801.6666666666665	6568.166666666667	3058.0	4910.5	5420.0	10003.25	6145.75	3070.1	3530.3333333333335	4194.0	2649.625	6448.25	3760.25	3267.6666666666665	2928.75	2827.0	5835.5
S.Acetyldihydrolipoamide	5580.0	13412.0	9919.0	4944.25	6016.5	4648.0	4963.25	6481.5	12885.25	7913.0	7387.0	7667.0	21030.0	6571.5	6084.0	5071.5	12643.75	7163.5	9092.75	8725.5	6639.875	8331.0	5208.0	5661.5	7338.166666666667	6459.666666666667	8413.5	7961.75	6270.125	5728.0	6428.0	6833.5	10217.666666666666	4925.0	12381.25	5442.375	5332.0	9353.5	5703.0	11588.833333333334	13293.0
Ubiquinone.Q1	2355.0	10569.5	3084.0	1782.75	1896.25	1422.1666666666667	1675.25	2055.5	2097.5	1532.0	1712.5	1830.1666666666667	6229.0	2598.0	2575.0	1676.0	2328.75	1685.5	2813.75	2290.75	2575.875	3954.5	2408.0	1662.0	1642.0	3726.1666666666665	1884.5	2492.5	1966.375	3107.0	2885.25	2258.3	2001.0833333333333	2039.25	2001.75	2550.875	2295.5	1888.5	1862.75	1628.6666666666667	6302.5
Isobutyryl.L.carnitine	4336.0	9880.5	3950.0	3449.25	3867.25	4282.666666666667	4465.0	3612.75	4057.25	2922.5	3669.0	3730.6666666666665	6351.0	5406.25	3995.5	4230.5	8022.75	5458.5	3837.5	5007.0	3931.0	4054.5	4752.25	3781.0	3747.5	4137.666666666667	6609.0	4365.5	4160.0	4539.75	4452.5	4452.9	4299.833333333333	5062.75	4294.125	4465.625	4087.0	4668.5	4931.5	6235.5	7838.0
X5.Hydroxy.N.formylkynurenine	4205.25	83617.0	5400.5	5869.25	3956.75	3530.6666666666665	1957.0	8590.25	4109.25	2275.5	2300.0	2029.1666666666667	17922.5	4685.25	3782.5	2583.5	3495.25	1954.0	2402.25	5278.0	3254.125	4340.0	2636.0	6156.5	1978.5	4371.0	2669.25	2981.0	2215.5	6473.0	2279.75	4170.9	4338.75	3910.0	4709.875	2670.125	3698.875	2466.1666666666665	2916.25	4109.0	9037.75
X5.L.Glutamyl.taurine	8393.5	61800.5	5989.5	7417.5	5100.0	4549.666666666667	4891.25	7712.5	5984.5	7722.5	7233.5	5904.5	64629.5	6266.5	8321.5	8918.5	6552.75	4955.25	5696.5	5764.25	7539.875	7473.0	8464.0	6495.0	7404.333333333333	9563.833333333334	7711.75	6702.75	8309.75	7060.75	7674.5	6623.3	6490.5	8933.5	7026.75	6419.5	6998.125	7175.833333333333	7674.0	8139.5	8613.0
Palmitic.amide	5865.375	3735.0	2479.5	4085.5	2640.75	3763.8333333333335	3768.25	2992.5	2837.0	2510.5	3045.5	3686.6666666666665	13664.5	5590.0	3842.5	7541.0	6564.25	4836.25	3349.25	5806.0	4082.125	3598.5	6444.75	4179.5	5836.5	4899.666666666667	5974.25	5599.25	5778.625	4491.25	5678.75	5711.8	4037.0	5914.75	4704.125	5124.375	4672.125	5780.666666666667	6452.75	7725.5	4285.0
Palmitic.acid	9657282.25	1315173.0	2687897.0	2766599.0	2559243.0	2782487.1666666665	4492181.0	2137743.75	2747924.0	3432443.0	3636838.5	3686661.5	7013460.0	7526823.5	2838954.5	5653315.0	11201810.0	3898197.25	3854790.25	5272574.5	2470697.875	5195730.0	3097457.0	5078247.5	4381445.333333333	2940777.6666666665	8680003.0	4619791.0	3960151.625	3895687.0	4495432.0	5688848.9	3256778.8333333335	5718617.0	4025766.75	3096661.25	2749836.875	6632310.333333333	9742940.5	6801627.666666667	4201958.75
Glycerophosphocholine	20487.875	44789.5	22577.0	19868.75	18384.25	27384.0	18093.0	26921.75	16321.75	12965.5	17912.5	13949.833333333334	9437.5	24243.75	26742.0	11111.5	29578.75	11976.0	17970.75	15104.5	17615.375	22644.0	23332.25	17034.5	16964.333333333332	32554.666666666668	32936.5	24792.75	16056.875	13430.75	19545.25	18332.1	17678.416666666668	14815.0	16262.375	17757.875	13992.5	14343.5	10073.5	16658.833333333332	32283.25
X2.Hexenoylcarnitine	2887.25	5180.0	2429.5	1401.0	1558.25	1738.1666666666667	2081.5	1187.25	2849.5	1991.5	2701.5	1616.8333333333333	6698.5	2553.75	1744.0	1691.0	2529.5	1511.5	2780.75	1924.75	1748.5	2400.5	1523.0	2676.5	1787.3333333333333	2375.5	2095.75	1817.75	1476.375	2196.25	1812.75	2848.1	2638.5	1647.5	2677.25	1518.25	1724.625	2022.1666666666667	2509.75	2209.6666666666665	6911.75
Fructose.6.phosphate	329225.375	35784.0	191642.0	143350.75	139129.75	180339.5	165912.25	132137.75	121902.0	135453.0	109579.0	111361.16666666667	18532.5	286815.75	140060.5	123137.5	228839.5	127540.5	189458.75	281673.0	211891.0	133205.5	429631.5	173585.5	146943.16666666666	226400.33333333334	259885.5	195069.5	83352.875	209243.25	129689.5	174629.9	207500.75	260743.0	174849.375	272359.0	208382.875	79643.66666666667	89346.5	354897.1666666667	243524.5
L.gamma.glutamyl.L.leucine	9375.125	303895.5	6721.5	6863.0	4740.25	7388.333333333333	5977.5	7335.0	6236.0	8450.5	8906.5	7293.333333333333	101977.0	6951.25	7725.5	6654.0	7893.0	5565.5	6678.75	5469.0	8701.0	11932.0	8532.5	6247.5	8261.0	12097.666666666666	9207.25	6590.25	6925.625	8245.75	7011.0	8002.2	6749.0	6237.0	7809.0	5959.625	5623.375	6679.0	6760.75	7043.0	12235.0
Palmitaldehyde	10635.5	2228.5	1455.5	3782.25	2208.25	3058.3333333333335	4916.25	1719.75	1901.0	6665.5	5104.0	6191.833333333333	99433.5	9145.75	3533.0	14484.0	12064.0	4225.75	2584.0	4037.25	2397.375	2945.0	5087.5	3255.0	8369.333333333334	2845.5	6456.0	7882.5	13219.625	5390.0	6008.0	5604.6	4380.916666666667	8974.5	5003.125	5349.75	3589.625	8715.5	9411.0	14224.833333333334	2932.5
X5.6.Dihydrouridine	10452.875	34786.0	3022.5	2559.75	2330.25	2252.8333333333335	1855.25	2919.75	2503.25	2460.0	2465.5	2333.8333333333335	48045.5	2745.25	3723.5	3004.0	2499.75	2214.0	2673.0	2397.75	2552.5	3110.0	2282.0	2718.0	2363.3333333333335	3732.0	2407.0	2517.75	2216.0	3948.25	2561.25	2681.4	2952.5	2408.0	2736.25	3071.125	2331.75	2664.8333333333335	2667.25	3327.8333333333335	4998.0
Adenosine	14750.25	26348.5	56400.5	28905.75	24821.75	24643.0	10875.0	12089.5	17713.75	29906.0	34023.0	14241.833333333334	11887.5	12682.5	27267.0	56023.5	59121.5	20304.5	38445.75	30203.0	20044.875	19196.0	22439.75	20449.0	21534.333333333332	34621.0	44738.5	40419.5	31626.125	39359.5	20600.75	19658.3	17751.833333333332	21548.75	17504.25	26069.125	16264.25	40480.666666666664	39989.25	39300.833333333336	18710.75
X6.Hydroxymelatonin	163086.5	25790.0	26698.0	12823.5	21289.5	58998.833333333336	67536.75	6506.0	8071.75	18062.0	24869.5	4800.5	24429.0	195108.0	5877.0	40989.0	7628.75	10159.0	14523.5	10410.5	7624.375	54924.5	8146.5	19476.5	24147.833333333332	150870.33333333334	15381.5	28984.0	50646.625	82256.0	13560.0	11336.5	14178.916666666666	5576.5	15856.25	23472.125	12136.875	31820.666666666668	47914.5	14360.333333333334	53243.25
X3.Oxohexadecanoic.acid	33237.25	62659.0	30376.5	26269.5	19099.5	16565.666666666668	23200.25	20462.75	22595.5	19188.5	25666.0	34666.666666666664	26887.0	35521.0	28094.0	26259.0	40276.0	20336.25	32093.25	29590.5	23144.875	38787.5	34868.25	22718.0	30875.166666666668	34616.0	29306.0	31838.25	23710.0	29912.75	39004.5	36736.0	31644.333333333332	26574.5	44169.625	22971.625	27331.875	30217.166666666668	27891.75	35809.0	90209.75
X.R..3.Hydroxy.hexadecanoic.acid	33474.625	228958.0	25199.5	16553.5	11964.0	11480.0	15286.75	14482.5	13506.25	17036.0	17020.0	17581.833333333332	61738.0	20992.75	17364.5	17446.5	28389.25	12076.25	23567.5	17071.0	14031.875	26051.0	19517.25	15917.0	15477.666666666666	22904.0	20301.25	18479.75	14327.5	19510.5	25992.75	24622.1	17372.916666666668	18150.25	27616.875	16327.875	15786.0	18273.0	17848.75	22717.666666666668	37444.0
Heptanoylcarnitine	726.625	3366.0	765.0	411.25	784.5	698.8333333333334	943.0	552.5	724.0	1605.5	2961.0	821.3333333333334	2573.5	678.5	514.0	497.5	959.75	520.5	1010.75	761.0	1227.625	1206.5	662.25	2400.0	633.8333333333334	1165.5	721.75	590.75	641.125	906.75	628.0	1422.1	639.3333333333334	645.5	1026.375	663.75	856.625	665.0	734.5	1112.3333333333333	3749.5
Alpha.Linolenic.acid	400248.0	76437.5	70584.5	166102.25	96970.25	113825.0	175968.5	100155.25	86862.0	230567.0	189259.5	291232.1666666667	575157.0	416319.0	102487.5	300208.0	517152.0	106997.5	157373.5	158504.25	94215.625	219995.0	259373.5	132379.0	532575.3333333334	167679.0	301054.5	370718.5	372676.75	256306.0	224934.5	235617.5	229706.91666666666	369477.0	189169.75	202847.625	120923.0	312140.6666666667	394978.25	684137.3333333334	115821.5
Linoleic.acid	7373666.0	829498.5	833832.5	1625805.75	1250647.0	1738666.0	3394916.25	954980.25	1069011.5	4017429.0	3077802.5	4149021.0	17532156.5	7482874.5	1453684.5	5745762.0	6180052.5	1617439.25	2693853.0	2310206.25	1276179.875	3303872.5	3527426.25	2491052.5	7797968.0	2186696.6666666665	3535880.25	4039849.5	5176741.75	2420922.5	3064808.75	3995970.9	2693311.9166666665	6717636.25	2813302.25	2384885.125	1517039.375	5877347.0	7704125.75	7452168.666666667	1715735.75
Retinal	8565.0	24179.0	8384.0	3577.5	3413.5	3187.5	5448.5	4733.75	5710.0	4272.0	4746.5	4893.333333333333	19785.5	6387.25	4964.0	4790.5	9868.25	4338.75	8038.75	5375.25	5965.125	8018.0	5526.5	5854.0	5457.5	8342.5	6178.5	6891.5	4833.875	6216.0	6715.75	7127.6	4863.583333333333	6396.0	7187.375	5870.25	5981.75	6439.666666666667	6294.0	8451.5	26655.0
Stearic.acid	3352254.125	1114981.5	1917735.5	1810516.75	1948478.0	1860883.0	2624115.5	1722221.75	2199755.5	1667379.0	1945172.0	2038385.3333333333	3009730.5	3602057.25	2055578.0	2652199.0	6944150.75	2695254.25	2080949.25	3063817.5	1848085.875	2853892.5	2008343.0	2555849.0	2124409.0	1837384.3333333333	4315847.5	2997903.75	2104971.25	1889883.0	3290426.5	2700837.7	2111344.6666666665	2409111.0	2711106.125	2128393.0	1774304.75	4013267.8333333335	3385001.75	4845161.666666667	2768806.75
D.Sedoheptulose.7.phosphate	81518.875	7703.0	48680.0	81192.75	54152.5	74664.16666666667	59200.5	64278.75	38329.25	58178.0	59930.5	46448.0	12599.0	117600.5	55591.5	67805.0	47060.25	45349.0	54426.0	76000.25	55595.25	68724.5	87334.25	56132.0	45030.166666666664	92334.5	52301.75	92729.0	40989.25	88228.0	81948.25	63722.2	51258.083333333336	76011.75	50591.25	86396.5	62597.0	49482.666666666664	47275.25	96746.33333333333	85090.5
DHAP.8.0.	6870.25	18687.5	5011.0	9514.75	3584.0	5141.666666666667	3231.5	5659.25	3367.5	5581.5	5448.0	9440.333333333334	13087.5	4705.75	8604.5	10060.0	5573.25	3028.0	4991.25	4955.0	4466.375	4505.5	8563.25	3674.5	4268.166666666667	5777.333333333333	3315.5	5081.75	6578.125	8358.75	5458.5	4205.7	4998.0	5097.75	5077.875	4880.125	4437.75	6190.666666666667	4364.0	9821.5	6611.75
Retinoic.acid	5649.5	8538.5	4677.5	5185.75	39605.25	4651.5	6234.0	3739.25	5117.25	6250.0	4636.0	7543.333333333333	16113.5	6834.25	4930.0	6087.0	8071.75	8342.5	7869.75	6113.25	4556.0	8829.5	6729.75	8604.0	6446.5	8324.5	6851.5	6404.0	6625.25	7562.5	6742.0	7960.0	5892.583333333333	7179.0	7093.25	6272.75	5788.625	7410.666666666667	5893.5	11793.166666666666	14020.75
X0.5	29723.5	18680.5	20768.5	20940.25	14029.25	23340.333333333332	19492.5	13824.5	13568.5	14610.5	16825.0	12842.666666666666	12936.5	23096.0	18319.0	21473.5	16415.0	10015.75	18658.25	12435.75	17046.0	15864.5	17035.25	10729.5	16453.833333333332	38320.0	16994.75	20969.25	19656.625	23438.0	17071.75	13354.2	15190.416666666666	18801.25	17882.0	18169.75	17399.0	17654.166666666668	18610.75	20248.0	15254.25
N.Acetylaspartylglutamic.acid	2857.5	12229.0	5576.5	4194.75	3356.5	3816.5	2424.0	2613.0	3317.75	3014.5	4073.0	2258.0	14149.5	2973.25	4104.0	4730.5	4793.75	3051.5	3645.5	3132.5	3438.625	3231.0	5282.0	2567.5	3237.5	5680.5	4746.0	5038.75	3874.875	5445.25	3160.25	3433.6	2691.4166666666665	4583.5	3176.125	6653.375	3061.0	4461.833333333333	3447.25	5013.5	4466.5
Arachidonic.acid	1606258.375	362556.5	102811.5	609693.75	267565.25	417876.8333333333	761220.75	192044.75	244830.75	967969.0	636961.5	848744.5	15249928.5	1513266.5	432332.5	2417250.0	1963138.75	588225.75	258429.5	560179.5	317548.5	367618.5	771777.75	384674.5	1330256.3333333333	378536.3333333333	968229.0	1320562.75	2113026.0	1000066.25	989533.0	848745.3	805252.5833333334	1219538.25	710391.5	754985.375	512230.625	1420308.8333333333	1501458.0	2360964.0	312046.5
Corrinoid	4571.875	15357.0	5420.0	3634.75	3846.5	3029.1666666666665	3621.25	3089.0	2275.25	4923.5	4556.5	3562.1666666666665	7679.0	5380.75	4847.0	3092.0	5142.5	2956.25	4853.75	4095.0	4941.125	6547.0	4704.5	4060.0	3712.3333333333335	7669.666666666667	4362.25	5179.5	4413.625	4966.5	5749.75	6770.8	3473.4166666666665	4274.75	4171.875	4517.375	4221.375	3808.8333333333335	3419.75	3910.1666666666665	10562.25
Glutathione	185567.75	25866.5	348909.0	962525.25	116392.5	1287182.8333333333	486670.0	859751.75	258126.0	117220.0	2675909.0	592414.3333333334	17992.0	132519.75	1346322.0	172773.5	151919.75	140378.5	140001.5	129933.75	414252.875	121019.0	615746.0	1346297.0	1171547.0	138720.0	244274.0	473383.0	225898.5	107769.25	742061.25	1455194.5	1011438.5	1156224.75	1720700.25	151471.0	506945.875	950372.8333333334	139453.75	114376.33333333333	1064837.5
Eicosadienoic.acid	236036.375	11770.0	24134.5	39331.0	21822.75	27004.333333333332	60644.5	13857.0	18642.75	64650.0	72858.0	78898.33333333333	426222.5	99214.75	30488.0	118941.5	88357.5	35325.5	34375.5	32645.25	22144.125	45995.5	49005.25	55318.5	114566.66666666667	27031.0	47655.25	44222.75	58846.125	33322.75	63388.0	137688.9	39479.5	111652.5	55030.625	28560.125	27146.0	107718.66666666667	143780.25	66966.66666666667	37397.75
Androsterone	13904.125	10693.5	5331.5	13694.25	7544.0	7865.666666666667	17029.25	6330.75	6193.25	9662.0	10082.0	13438.333333333334	14167.0	20979.75	13435.0	17345.5	90457.0	46158.75	6574.0	16737.5	7569.875	12045.0	31956.25	11661.5	23310.0	9611.5	38069.25	25128.25	21277.875	16868.25	26050.25	36280.8	11206.083333333334	27213.5	24948.375	20181.25	17561.625	23639.0	30225.5	45288.666666666664	13428.25
X3L.7D.11D.Phytanic.acid	79347.375	12786.5	27882.5	21682.5	25449.5	22150.166666666668	31710.75	20992.0	28044.75	21760.0	25482.5	25163.833333333332	21511.5	40206.0	27546.5	26221.5	72267.5	32675.75	28462.0	34215.25	24095.375	34526.5	27526.5	33778.5	25003.666666666668	23050.0	42938.75	34078.0	23804.25	22394.75	36185.25	51069.6	27247.083333333332	29486.5	33633.625	25571.125	21879.375	43409.666666666664	34723.5	48404.666666666664	41414.25
D.4..Phosphopantothenate	6981.0	12454.5	7763.0	27315.25	7837.25	16296.0	10246.0	16264.75	5762.0	4634.5	26054.5	15196.666666666666	5002.0	9027.25	26775.0	20892.5	33523.25	14732.0	8635.5	26656.25	22180.75	8616.5	50795.5	12986.5	25392.5	16016.166666666666	47943.5	18831.25	19546.375	14413.0	33246.75	20091.1	15556.416666666666	52310.25	28799.625	13171.5	17281.875	21455.0	15058.25	17390.0	11721.75
X3a.20b.Pregnanediol	3489.0	1123.0	958.0	1211.75	825.75	877.5	1226.5	734.75	803.75	1293.5	1661.5	1655.6666666666667	4667.0	1592.0	1137.5	1827.5	2074.25	1067.0	1033.0	1129.5	898.375	1159.5	1337.5	1086.5	1885.1666666666667	842.1666666666666	1527.75	1273.5	1582.25	1166.75	1860.25	2823.9	1041.1666666666667	1670.75	1308.875	1003.0	1060.5	1729.3333333333333	2069.5	1729.8333333333333	1434.0
X15.S..Hydroxyeicosatrienoic.acid	8040.25	9521.5	9169.5	8068.0	4196.75	4117.833333333333	6313.75	4892.5	3746.0	4810.0	4706.5	11003.166666666666	29098.5	8694.25	8328.5	5792.5	8379.25	3879.25	7653.5	5906.25	4942.625	10101.0	8519.25	4499.5	9108.166666666666	6883.0	5658.5	8560.25	6614.0	7191.5	14381.5	8993.8	7949.833333333333	8208.0	5803.375	6608.5	5180.0	7148.166666666667	7525.5	6872.833333333333	7617.0
Cytidine.monophosphate	129371.625	8614.5	11491.5	37519.0	10044.5	16845.833333333332	14394.0	24155.0	9305.5	21808.5	21035.5	25752.166666666668	7360.0	22926.75	27837.5	31297.5	13139.25	13467.0	14914.25	17115.5	18828.0	14043.0	21474.75	12091.5	24867.333333333332	39943.666666666664	14363.75	33118.75	28102.25	25087.75	26342.0	19911.4	15118.583333333334	21941.75	19244.75	16161.5	24237.375	21334.833333333332	28318.0	25863.333333333332	11491.75
Linoleoyl.ethanolamide	643.125	812.5	399.5	542.5	455.0	428.8333333333333	534.5	431.75	433.75	477.5	469.0	532.0	3637.0	731.5	506.5	993.5	1045.0	557.5	540.25	825.25	531.875	535.0	713.5	539.5	650.5	576.6666666666666	805.0	905.0	652.875	625.75	597.5	601.6	1033.8333333333333	793.75	646.125	807.0	628.375	674.8333333333334	751.0	1004.0	869.75
X5..Carboxy.gama.chromanol	2090.875	7371.0	2107.5	1418.75	1681.75	1293.6666666666667	1420.0	1998.75	2945.25	2731.5	2290.5	2331.3333333333335	3244.0	1819.25	1572.5	1347.0	3440.5	1486.0	2784.5	2031.5	1974.25	2364.5	1355.75	1433.5	2158.6666666666665	1716.6666666666667	1891.25	2477.5	1465.375	1463.0	2045.0	2117.1	1967.0833333333333	1350.75	2434.75	1399.875	1759.75	2234.8333333333335	1456.0	3455.0	7398.25
N.Oleoylethanolamine	992.375	1204.5	669.0	785.0	719.5	730.1666666666666	899.75	702.0	607.25	561.5	768.5	895.8333333333334	2478.0	1225.75	887.0	1614.5	2553.5	906.25	865.5	1359.75	744.25	877.0	1342.75	813.5	1038.5	878.6666666666666	2011.0	1415.5	1145.0	967.0	1070.25	1021.7	1273.25	1674.75	1010.125	1619.625	1066.375	1239.8333333333333	1427.5	1798.6666666666667	1205.0
Zolpidem	3235.75	22307.5	3782.5	2575.5	2499.5	2496.1666666666665	2285.5	3036.75	3851.25	2915.0	3812.5	3219.6666666666665	10175.5	3873.5	4150.0	2357.0	5329.0	2204.5	3902.25	3118.5	2857.625	3149.0	2683.0	2982.0	3107.8333333333335	3674.0	3685.5	4219.0	2677.75	2475.5	3666.25	3182.9	3206.0833333333335	2361.25	3789.5	2650.25	3138.0	3582.5	2518.25	5561.5	12381.25
